,stencil,variant,unstructured,z-curves,comp,no-chase,size-x,size-y,size-z,blocks-x,blocks-y,blocks-z,threads-prod,threads-x,threads-y,threads-z,median,avg,min,max
7020,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,30,4,2,128,2,16,4,29935.0,29996.0,29080.0,31070.0
7021,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,30,2,4,128,2,32,2,28770.0,28996.0,28310.0,32960.0
7022,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,15,1,128,4,4,8,25870.0,26454.0,25050.0,39630.0
7023,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,8,2,128,4,8,4,24790.0,25030.0,24100.0,31070.0
7024,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,4,4,128,4,16,2,25345.0,25450.0,24670.0,26820.0
7025,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,2,8,128,4,32,1,23420.0,23460.0,22710.0,24840.0
7026,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,30,1,128,8,2,8,24580.0,24725.0,24020.0,26280.0
7027,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,15,2,128,8,4,4,23005.0,23152.0,22340.0,25770.0
7028,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,8,4,128,8,8,2,23365.0,23952.0,22620.0,35500.0
7029,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,4,8,128,8,16,1,23620.0,23852.0,23190.0,25280.0
7030,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,60,1,128,16,1,8,23780.0,23861.0,23010.0,25630.0
7031,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,30,2,128,16,2,4,23660.0,23512.0,22690.0,25150.0
7032,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,15,4,128,16,4,2,22585.0,22768.0,22270.0,24180.0
7033,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,8,8,128,16,8,1,22405.0,22838.0,21860.0,31000.0
7034,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,60,2,128,32,1,4,23855.0,23912.0,23090.0,25490.0
7035,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,30,4,128,32,2,2,22040.0,21980.0,21050.0,23440.0
7036,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,15,8,128,32,4,1,22635.0,22644.0,21910.0,24220.0
7037,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,60,2,1,256,1,32,8,54220.0,54202.0,53530.0,54900.0
7038,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,30,4,1,256,2,16,8,33380.0,34196.0,33170.0,46890.0
7039,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,30,2,2,256,2,32,4,31570.0,31601.0,30970.0,32700.0
7040,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,8,1,256,4,8,8,26720.0,26864.0,25640.0,29060.0
7041,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,4,2,256,4,16,4,24935.0,25090.0,23900.0,26890.0
7042,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,2,4,256,4,32,2,25540.0,26089.0,24750.0,35110.0
7043,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,15,1,256,8,4,8,25365.0,25972.0,24450.0,39730.0
7044,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,8,2,256,8,8,4,26100.0,26114.0,25500.0,27060.0
7045,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,4,4,256,8,16,2,25455.0,25674.0,25060.0,28250.0
7046,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,2,8,256,8,32,1,24590.0,24606.0,23490.0,26860.0
7047,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,30,1,256,16,2,8,23975.0,23977.0,23350.0,25300.0
7048,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,15,2,256,16,4,4,24415.0,24822.0,23750.0,31930.0
7049,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,8,4,256,16,8,2,23285.0,23218.0,22100.0,24870.0
7050,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,4,8,256,16,16,1,23660.0,23729.0,23080.0,25190.0
7051,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,60,1,256,32,1,8,25000.0,24880.0,24140.0,25760.0
7052,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,30,2,256,32,2,4,23540.0,23542.0,22790.0,25280.0
7053,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,15,4,256,32,4,2,23245.0,23334.0,22470.0,25050.0
7054,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,8,8,256,32,8,1,24515.0,24485.0,23820.0,25270.0
7055,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,30,2,1,512,2,32,8,35035.0,35028.0,33960.0,36120.0
7056,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,4,1,512,4,16,8,27350.0,27206.0,26270.0,28620.0
7057,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,15,2,2,512,4,32,4,25470.0,26044.0,24870.0,35420.0
7058,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,8,1,512,8,8,8,26635.0,26846.0,25580.0,31830.0
7059,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,4,2,512,8,16,4,24590.0,24580.0,23870.0,25440.0
7060,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,8,2,4,512,8,32,2,26225.0,26582.0,25200.0,34810.0
7061,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,15,1,512,16,4,8,24010.0,24361.0,23490.0,28560.0
7062,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,8,2,512,16,8,4,24115.0,24040.0,23360.0,25270.0
7063,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,4,4,512,16,16,2,23380.0,23350.0,22420.0,24800.0
7064,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,4,2,8,512,16,32,1,23205.0,23366.0,22570.0,25140.0
7065,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,30,1,512,32,2,8,23440.0,23497.0,22360.0,29010.0
7066,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,15,2,512,32,4,4,24580.0,25424.0,24230.0,35690.0
7067,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,8,4,512,32,8,2,22300.0,22388.0,21690.0,24360.0
7068,hdiff,idxvar-kloop-sliced,True,False,False,False,64,64,64,2,4,8,512,32,16,1,23535.0,23582.0,22910.0,25510.0
7069,hdiff,naive,True,True,False,False,64,64,64,60,60,64,1,1,1,1,415640.0,417140.0,415070.0,441400.0
7070,hdiff,naive,True,True,False,False,64,64,64,60,60,32,2,1,1,2,214045.0,214030.0,213490.0,214940.0
7071,hdiff,naive,True,True,False,False,64,64,64,60,30,64,2,1,2,1,214040.0,214392.0,213360.0,216320.0
7072,hdiff,naive,True,True,False,False,64,64,64,30,60,64,2,2,1,1,214655.0,214695.0,214150.0,215510.0
7073,hdiff,naive,True,True,False,False,64,64,64,60,60,16,4,1,1,4,113900.0,114132.0,113370.0,119660.0
7074,hdiff,naive,True,True,False,False,64,64,64,60,30,32,4,1,2,2,114100.0,114162.0,113120.0,115430.0
7075,hdiff,naive,True,True,False,False,64,64,64,60,15,64,4,1,4,1,114450.0,114418.0,113630.0,115700.0
7076,hdiff,naive,True,True,False,False,64,64,64,30,60,32,4,2,1,2,113400.0,113374.0,112890.0,113920.0
7077,hdiff,naive,True,True,False,False,64,64,64,30,30,64,4,2,2,1,112915.0,112936.0,112320.0,114400.0
7078,hdiff,naive,True,True,False,False,64,64,64,15,60,64,4,4,1,1,113410.0,113602.0,112830.0,114950.0
7079,hdiff,naive,True,True,False,False,64,64,64,60,60,8,8,1,1,8,64255.0,64626.0,63860.0,71800.0
7080,hdiff,naive,True,True,False,False,64,64,64,60,30,16,8,1,2,4,65450.0,66171.0,65180.0,76150.0
7081,hdiff,naive,True,True,False,False,64,64,64,60,15,32,8,1,4,2,64165.0,64322.0,63440.0,67340.0
7082,hdiff,naive,True,True,False,False,64,64,64,60,8,64,8,1,8,1,67255.0,67684.0,66480.0,76940.0
7083,hdiff,naive,True,True,False,False,64,64,64,30,60,16,8,2,1,4,62940.0,63140.0,62640.0,63910.0
7084,hdiff,naive,True,True,False,False,64,64,64,30,30,32,8,2,2,2,63800.0,64160.0,63380.0,67320.0
7085,hdiff,naive,True,True,False,False,64,64,64,30,15,64,8,2,4,1,64070.0,64339.0,63630.0,70700.0
7086,hdiff,naive,True,True,False,False,64,64,64,15,60,32,8,4,1,2,64040.0,64465.0,63670.0,66420.0
7087,hdiff,naive,True,True,False,False,64,64,64,15,30,64,8,4,2,1,63350.0,63297.0,62720.0,63870.0
7088,hdiff,naive,True,True,False,False,64,64,64,8,60,64,8,8,1,1,67255.0,67310.0,66660.0,68190.0
7089,hdiff,naive,True,True,False,False,64,64,64,60,60,4,16,1,1,16,60725.0,60616.0,59500.0,61560.0
7090,hdiff,naive,True,True,False,False,64,64,64,60,30,8,16,1,2,8,62560.0,63046.0,62120.0,71130.0
7091,hdiff,naive,True,True,False,False,64,64,64,60,15,16,16,1,4,4,58465.0,58803.0,57890.0,66360.0
7092,hdiff,naive,True,True,False,False,64,64,64,60,8,32,16,1,8,2,57880.0,57890.0,57410.0,59290.0
7093,hdiff,naive,True,True,False,False,64,64,64,60,4,64,16,1,16,1,59380.0,59422.0,59050.0,60260.0
7094,hdiff,naive,True,True,False,False,64,64,64,30,60,8,16,2,1,8,40370.0,40416.0,39710.0,41150.0
7095,hdiff,naive,True,True,False,False,64,64,64,30,30,16,16,2,2,4,41060.0,41373.0,40680.0,46930.0
7096,hdiff,naive,True,True,False,False,64,64,64,30,15,32,16,2,4,2,39545.0,39846.0,39060.0,45970.0
7097,hdiff,naive,True,True,False,False,64,64,64,30,8,64,16,2,8,1,40765.0,40754.0,40310.0,41540.0
7098,hdiff,naive,True,True,False,False,64,64,64,15,60,16,16,4,1,4,39570.0,39438.0,38850.0,40290.0
7099,hdiff,naive,True,True,False,False,64,64,64,15,30,32,16,4,2,2,38780.0,38678.0,38200.0,39340.0
7100,hdiff,naive,True,True,False,False,64,64,64,15,15,64,16,4,4,1,38750.0,38930.0,38350.0,39840.0
7101,hdiff,naive,True,True,False,False,64,64,64,8,60,32,16,8,1,2,40265.0,40334.0,39580.0,42170.0
7102,hdiff,naive,True,True,False,False,64,64,64,8,30,64,16,8,2,1,40390.0,40384.0,39600.0,41090.0
7103,hdiff,naive,True,True,False,False,64,64,64,4,60,64,16,16,1,1,39255.0,39222.0,38730.0,39820.0
7104,hdiff,naive,True,True,False,False,64,64,64,60,60,2,32,1,1,32,60995.0,61239.0,60160.0,63160.0
7105,hdiff,naive,True,True,False,False,64,64,64,60,30,4,32,1,2,16,62195.0,62388.0,61660.0,64500.0
7106,hdiff,naive,True,True,False,False,64,64,64,60,15,8,32,1,4,8,58165.0,58226.0,57770.0,59010.0
7107,hdiff,naive,True,True,False,False,64,64,64,60,8,16,32,1,8,4,56690.0,56764.0,55910.0,60060.0
7108,hdiff,naive,True,True,False,False,64,64,64,60,4,32,32,1,16,2,59010.0,59025.0,58400.0,59910.0
7109,hdiff,naive,True,True,False,False,64,64,64,60,2,64,32,1,32,1,64100.0,64210.0,63420.0,65900.0
7110,hdiff,naive,True,True,False,False,64,64,64,30,60,4,32,2,1,16,37835.0,38084.0,37240.0,41460.0
7111,hdiff,naive,True,True,False,False,64,64,64,30,30,8,32,2,2,8,38605.0,38641.0,38120.0,39690.0
7112,hdiff,naive,True,True,False,False,64,64,64,30,15,16,32,2,4,4,36230.0,37254.0,35910.0,46000.0
7113,hdiff,naive,True,True,False,False,64,64,64,30,8,32,32,2,8,2,35590.0,36034.0,35420.0,41310.0
7114,hdiff,naive,True,True,False,False,64,64,64,30,4,64,32,2,16,1,38540.0,38294.0,37340.0,39550.0
7115,hdiff,naive,True,True,False,False,64,64,64,15,60,8,32,4,1,8,28125.0,28468.0,27820.0,33800.0
7116,hdiff,naive,True,True,False,False,64,64,64,15,30,16,32,4,2,4,28730.0,28730.0,28240.0,29740.0
7117,hdiff,naive,True,True,False,False,64,64,64,15,15,32,32,4,4,2,27700.0,28700.0,27080.0,47200.0
7118,hdiff,naive,True,True,False,False,64,64,64,15,8,64,32,4,8,1,28255.0,28326.0,27770.0,28880.0
7119,hdiff,naive,True,True,False,False,64,64,64,8,60,16,32,8,1,4,26920.0,26958.0,26420.0,27590.0
7120,hdiff,naive,True,True,False,False,64,64,64,8,30,32,32,8,2,2,26570.0,26584.0,26010.0,27750.0
7121,hdiff,naive,True,True,False,False,64,64,64,8,15,64,32,8,4,1,26890.0,26917.0,26370.0,27590.0
7122,hdiff,naive,True,True,False,False,64,64,64,4,60,32,32,16,1,2,26260.0,26404.0,25790.0,27760.0
7123,hdiff,naive,True,True,False,False,64,64,64,4,30,64,32,16,2,1,26790.0,27178.0,26140.0,35610.0
7124,hdiff,naive,True,True,False,False,64,64,64,2,60,64,32,32,1,1,26100.0,26172.0,25410.0,27370.0
7125,hdiff,naive,True,True,False,False,64,64,64,60,60,1,64,1,1,64,63940.0,64072.0,63030.0,65990.0
7126,hdiff,naive,True,True,False,False,64,64,64,60,30,2,64,1,2,32,63655.0,63704.0,62860.0,65050.0
7127,hdiff,naive,True,True,False,False,64,64,64,60,15,4,64,1,4,16,61055.0,61404.0,59870.0,70160.0
7128,hdiff,naive,True,True,False,False,64,64,64,60,8,8,64,1,8,8,56205.0,56923.0,55610.0,60970.0
7129,hdiff,naive,True,True,False,False,64,64,64,60,4,16,64,1,16,4,57680.0,57966.0,56800.0,62640.0
7130,hdiff,naive,True,True,False,False,64,64,64,60,2,32,64,1,32,2,64175.0,64410.0,63760.0,66270.0
7131,hdiff,naive,True,True,False,False,64,64,64,30,60,2,64,2,1,32,37790.0,38032.0,37590.0,39430.0
7132,hdiff,naive,True,True,False,False,64,64,64,30,30,4,64,2,2,16,38285.0,38252.0,37840.0,39150.0
7133,hdiff,naive,True,True,False,False,64,64,64,30,15,8,64,2,4,8,35380.0,35310.0,34530.0,36040.0
7134,hdiff,naive,True,True,False,False,64,64,64,30,8,16,64,2,8,4,33525.0,33665.0,33230.0,34680.0
7135,hdiff,naive,True,True,False,False,64,64,64,30,4,32,64,2,16,2,36105.0,36209.0,35610.0,37270.0
7136,hdiff,naive,True,True,False,False,64,64,64,30,2,64,64,2,32,1,37750.0,38159.0,37170.0,47690.0
7137,hdiff,naive,True,True,False,False,64,64,64,15,60,4,64,4,1,16,26360.0,26386.0,25880.0,27040.0
7138,hdiff,naive,True,True,False,False,64,64,64,15,30,8,64,4,2,8,26800.0,26803.0,26490.0,27330.0
7139,hdiff,naive,True,True,False,False,64,64,64,15,15,16,64,4,4,4,25825.0,25860.0,25150.0,26520.0
7140,hdiff,naive,True,True,False,False,64,64,64,15,8,32,64,4,8,2,26245.0,26248.0,25490.0,26960.0
7141,hdiff,naive,True,True,False,False,64,64,64,15,4,64,64,4,16,1,25575.0,25855.0,25270.0,28760.0
7142,hdiff,naive,True,True,False,False,64,64,64,8,60,8,64,8,1,8,22845.0,22836.0,22250.0,23640.0
7143,hdiff,naive,True,True,False,False,64,64,64,8,30,16,64,8,2,4,22010.0,22123.0,21500.0,23370.0
7144,hdiff,naive,True,True,False,False,64,64,64,8,15,32,64,8,4,2,23215.0,24350.0,22810.0,46070.0
7145,hdiff,naive,True,True,False,False,64,64,64,8,8,64,64,8,8,1,23850.0,23856.0,23380.0,25060.0
7146,hdiff,naive,True,True,False,False,64,64,64,4,60,16,64,16,1,4,20795.0,21175.0,20340.0,27600.0
7147,hdiff,naive,True,True,False,False,64,64,64,4,30,32,64,16,2,2,20155.0,20294.0,19970.0,21240.0
7148,hdiff,naive,True,True,False,False,64,64,64,4,15,64,64,16,4,1,22050.0,21998.0,21050.0,22880.0
7149,hdiff,naive,True,True,False,False,64,64,64,2,60,32,64,32,1,2,20295.0,20680.0,19780.0,26820.0
7150,hdiff,naive,True,True,False,False,64,64,64,2,30,64,64,32,2,1,21345.0,21368.0,20520.0,23920.0
7151,hdiff,naive,True,True,False,False,64,64,64,60,30,1,128,1,2,64,63710.0,63660.0,62710.0,65500.0
7152,hdiff,naive,True,True,False,False,64,64,64,60,15,2,128,1,4,32,57935.0,57900.0,57210.0,58840.0
7153,hdiff,naive,True,True,False,False,64,64,64,60,8,4,128,1,8,16,57950.0,57938.0,56930.0,59290.0
7154,hdiff,naive,True,True,False,False,64,64,64,60,4,8,128,1,16,8,57795.0,57894.0,57260.0,58810.0
7155,hdiff,naive,True,True,False,False,64,64,64,60,2,16,128,1,32,4,65395.0,65296.0,63510.0,66950.0
7156,hdiff,naive,True,True,False,False,64,64,64,30,60,1,128,2,1,64,37780.0,37749.0,37140.0,38630.0
7157,hdiff,naive,True,True,False,False,64,64,64,30,30,2,128,2,2,32,37840.0,38178.0,37410.0,44170.0
7158,hdiff,naive,True,True,False,False,64,64,64,30,15,4,128,2,4,16,35275.0,35251.0,34760.0,35700.0
7159,hdiff,naive,True,True,False,False,64,64,64,30,8,8,128,2,8,8,33535.0,33722.0,33120.0,36550.0
7160,hdiff,naive,True,True,False,False,64,64,64,30,4,16,128,2,16,4,37135.0,37204.0,36420.0,38590.0
7161,hdiff,naive,True,True,False,False,64,64,64,30,2,32,128,2,32,2,36695.0,37014.0,36260.0,43520.0
7162,hdiff,naive,True,True,False,False,64,64,64,15,60,2,128,4,1,32,27560.0,27579.0,26700.0,30840.0
7163,hdiff,naive,True,True,False,False,64,64,64,15,30,4,128,4,2,16,27230.0,27748.0,26750.0,37800.0
7164,hdiff,naive,True,True,False,False,64,64,64,15,15,8,128,4,4,8,25245.0,25238.0,24580.0,26030.0
7165,hdiff,naive,True,True,False,False,64,64,64,15,8,16,128,4,8,4,24910.0,25416.0,24180.0,31130.0
7166,hdiff,naive,True,True,False,False,64,64,64,15,4,32,128,4,16,2,25460.0,25584.0,24890.0,26540.0
7167,hdiff,naive,True,True,False,False,64,64,64,15,2,64,128,4,32,1,25985.0,26284.0,25620.0,30340.0
7168,hdiff,naive,True,True,False,False,64,64,64,8,60,4,128,8,1,16,22695.0,22749.0,21970.0,24400.0
7169,hdiff,naive,True,True,False,False,64,64,64,8,30,8,128,8,2,8,21580.0,22231.0,20990.0,34740.0
7170,hdiff,naive,True,True,False,False,64,64,64,8,15,16,128,8,4,4,24340.0,25287.0,23270.0,35050.0
7171,hdiff,naive,True,True,False,False,64,64,64,8,8,32,128,8,8,2,23950.0,24264.0,23460.0,30570.0
7172,hdiff,naive,True,True,False,False,64,64,64,8,4,64,128,8,16,1,23695.0,23690.0,23070.0,24520.0
7173,hdiff,naive,True,True,False,False,64,64,64,4,60,8,128,16,1,8,20190.0,20255.0,19520.0,21620.0
7174,hdiff,naive,True,True,False,False,64,64,64,4,30,16,128,16,2,4,19965.0,19998.0,19490.0,21230.0
7175,hdiff,naive,True,True,False,False,64,64,64,4,15,32,128,16,4,2,20535.0,20570.0,19760.0,21680.0
7176,hdiff,naive,True,True,False,False,64,64,64,4,8,64,128,16,8,1,20920.0,21134.0,20580.0,23420.0
7177,hdiff,naive,True,True,False,False,64,64,64,2,60,16,128,32,1,4,19410.0,19364.0,18790.0,20520.0
7178,hdiff,naive,True,True,False,False,64,64,64,2,30,32,128,32,2,2,19545.0,19506.0,18620.0,20600.0
7179,hdiff,naive,True,True,False,False,64,64,64,2,15,64,128,32,4,1,19305.0,19741.0,18920.0,27510.0
7180,hdiff,naive,True,True,False,False,64,64,64,60,15,1,256,1,4,64,59150.0,59160.0,58370.0,59910.0
7181,hdiff,naive,True,True,False,False,64,64,64,60,8,2,256,1,8,32,55170.0,55208.0,54360.0,56260.0
7182,hdiff,naive,True,True,False,False,64,64,64,60,4,4,256,1,16,16,61605.0,61466.0,60000.0,62570.0
7183,hdiff,naive,True,True,False,False,64,64,64,60,2,8,256,1,32,8,64890.0,64772.0,63490.0,65800.0
7184,hdiff,naive,True,True,False,False,64,64,64,30,30,1,256,2,2,64,38200.0,38912.0,37580.0,46260.0
7185,hdiff,naive,True,True,False,False,64,64,64,30,15,2,256,2,4,32,33415.0,33431.0,32960.0,34800.0
7186,hdiff,naive,True,True,False,False,64,64,64,30,8,4,256,2,8,16,34900.0,34901.0,34120.0,35980.0
7187,hdiff,naive,True,True,False,False,64,64,64,30,4,8,256,2,16,8,36760.0,36834.0,36360.0,37450.0
7188,hdiff,naive,True,True,False,False,64,64,64,30,2,16,256,2,32,4,38075.0,37982.0,37260.0,38890.0
7189,hdiff,naive,True,True,False,False,64,64,64,15,60,1,256,4,1,64,26305.0,26592.0,25750.0,30580.0
7190,hdiff,naive,True,True,False,False,64,64,64,15,30,2,256,4,2,32,27035.0,27311.0,26720.0,28120.0
7191,hdiff,naive,True,True,False,False,64,64,64,15,15,4,256,4,4,16,25070.0,25562.0,24790.0,33140.0
7192,hdiff,naive,True,True,False,False,64,64,64,15,8,8,256,4,8,8,25355.0,25381.0,24890.0,26370.0
7193,hdiff,naive,True,True,False,False,64,64,64,15,4,16,256,4,16,4,26325.0,26308.0,25880.0,27410.0
7194,hdiff,naive,True,True,False,False,64,64,64,15,2,32,256,4,32,2,26020.0,26701.0,25380.0,38500.0
7195,hdiff,naive,True,True,False,False,64,64,64,8,60,2,256,8,1,32,21625.0,21669.0,20980.0,22870.0
7196,hdiff,naive,True,True,False,False,64,64,64,8,30,4,256,8,2,16,21935.0,21862.0,21380.0,22580.0
7197,hdiff,naive,True,True,False,False,64,64,64,8,15,8,256,8,4,8,23895.0,23911.0,23370.0,24730.0
7198,hdiff,naive,True,True,False,False,64,64,64,8,8,16,256,8,8,4,24855.0,24800.0,23990.0,25810.0
7199,hdiff,naive,True,True,False,False,64,64,64,8,4,32,256,8,16,2,23310.0,23354.0,22770.0,24990.0
7200,hdiff,naive,True,True,False,False,64,64,64,8,2,64,256,8,32,1,24540.0,24568.0,24200.0,25280.0
7201,hdiff,naive,True,True,False,False,64,64,64,4,60,4,256,16,1,16,20310.0,20323.0,19330.0,21930.0
7202,hdiff,naive,True,True,False,False,64,64,64,4,30,8,256,16,2,8,20780.0,21215.0,20090.0,27140.0
7203,hdiff,naive,True,True,False,False,64,64,64,4,15,16,256,16,4,4,19770.0,19918.0,19460.0,22590.0
7204,hdiff,naive,True,True,False,False,64,64,64,4,8,32,256,16,8,2,20065.0,20857.0,19570.0,34760.0
7205,hdiff,naive,True,True,False,False,64,64,64,4,4,64,256,16,16,1,20180.0,20200.0,19540.0,21900.0
7206,hdiff,naive,True,True,False,False,64,64,64,2,60,8,256,32,1,8,20635.0,20634.0,20080.0,21160.0
7207,hdiff,naive,True,True,False,False,64,64,64,2,30,16,256,32,2,4,19810.0,19821.0,19180.0,20680.0
7208,hdiff,naive,True,True,False,False,64,64,64,2,15,32,256,32,4,2,20190.0,20156.0,19680.0,21510.0
7209,hdiff,naive,True,True,False,False,64,64,64,2,8,64,256,32,8,1,19885.0,19916.0,19300.0,20700.0
7210,hdiff,naive,True,True,False,False,64,64,64,60,8,1,512,1,8,64,64050.0,64101.0,62650.0,65750.0
7211,hdiff,naive,True,True,False,False,64,64,64,60,4,2,512,1,16,32,64535.0,64412.0,63040.0,66280.0
7212,hdiff,naive,True,True,False,False,64,64,64,60,2,4,512,1,32,16,75450.0,75302.0,73610.0,76900.0
7213,hdiff,naive,True,True,False,False,64,64,64,30,15,1,512,2,4,64,36680.0,36868.0,35700.0,41610.0
7214,hdiff,naive,True,True,False,False,64,64,64,30,8,2,512,2,8,32,35480.0,35436.0,34370.0,36850.0
7215,hdiff,naive,True,True,False,False,64,64,64,30,4,4,512,2,16,16,38765.0,38943.0,37910.0,40910.0
7216,hdiff,naive,True,True,False,False,64,64,64,30,2,8,512,2,32,8,38930.0,39021.0,37600.0,42660.0
7217,hdiff,naive,True,True,False,False,64,64,64,15,30,1,512,4,2,64,26970.0,27142.0,26470.0,28160.0
7218,hdiff,naive,True,True,False,False,64,64,64,15,15,2,512,4,4,32,25330.0,25450.0,25010.0,26760.0
7219,hdiff,naive,True,True,False,False,64,64,64,15,8,4,512,4,8,16,25525.0,25554.0,24900.0,26580.0
7220,hdiff,naive,True,True,False,False,64,64,64,15,4,8,512,4,16,8,27150.0,26902.0,25610.0,28170.0
7221,hdiff,naive,True,True,False,False,64,64,64,15,2,16,512,4,32,4,26840.0,26660.0,25170.0,31180.0
7222,hdiff,naive,True,True,False,False,64,64,64,8,60,1,512,8,1,64,22405.0,22387.0,21720.0,22980.0
7223,hdiff,naive,True,True,False,False,64,64,64,8,30,2,512,8,2,32,23615.0,23714.0,22700.0,25080.0
7224,hdiff,naive,True,True,False,False,64,64,64,8,15,4,512,8,4,16,24570.0,24457.0,23710.0,25290.0
7225,hdiff,naive,True,True,False,False,64,64,64,8,8,8,512,8,8,8,24265.0,24348.0,23720.0,26710.0
7226,hdiff,naive,True,True,False,False,64,64,64,8,4,16,512,8,16,4,24550.0,24800.0,23950.0,26650.0
7227,hdiff,naive,True,True,False,False,64,64,64,8,2,32,512,8,32,2,24595.0,24646.0,23910.0,26550.0
7228,hdiff,naive,True,True,False,False,64,64,64,4,60,2,512,16,1,32,21260.0,21352.0,20580.0,23240.0
7229,hdiff,naive,True,True,False,False,64,64,64,4,30,4,512,16,2,16,21440.0,21199.0,19940.0,22990.0
7230,hdiff,naive,True,True,False,False,64,64,64,4,15,8,512,16,4,8,21235.0,21170.0,20320.0,22870.0
7231,hdiff,naive,True,True,False,False,64,64,64,4,8,16,512,16,8,4,21085.0,21114.0,20160.0,22930.0
7232,hdiff,naive,True,True,False,False,64,64,64,4,4,32,512,16,16,2,21425.0,21930.0,20730.0,30340.0
7233,hdiff,naive,True,True,False,False,64,64,64,4,2,64,512,16,32,1,20895.0,20973.0,20180.0,22120.0
7234,hdiff,naive,True,True,False,False,64,64,64,2,60,4,512,32,1,16,20885.0,21066.0,20520.0,22360.0
7235,hdiff,naive,True,True,False,False,64,64,64,2,30,8,512,32,2,8,20315.0,20410.0,19870.0,21710.0
7236,hdiff,naive,True,True,False,False,64,64,64,2,15,16,512,32,4,4,19930.0,20198.0,19320.0,23970.0
7237,hdiff,naive,True,True,False,False,64,64,64,2,8,32,512,32,8,2,20360.0,20643.0,19620.0,26680.0
7238,hdiff,naive,True,True,False,False,64,64,64,2,4,64,512,32,16,1,20205.0,20886.0,19650.0,31190.0
7239,hdiff,idxvar,True,True,False,False,64,64,64,60,60,64,1,1,1,1,415225.0,415290.0,413750.0,416940.0
7240,hdiff,idxvar,True,True,False,False,64,64,64,60,60,32,2,1,1,2,214375.0,214696.0,213450.0,218410.0
7241,hdiff,idxvar,True,True,False,False,64,64,64,60,30,64,2,1,2,1,215075.0,215424.0,213890.0,217230.0
7242,hdiff,idxvar,True,True,False,False,64,64,64,30,60,64,2,2,1,1,213725.0,214390.0,213140.0,219570.0
7243,hdiff,idxvar,True,True,False,False,64,64,64,60,60,16,4,1,1,4,113870.0,114641.0,113120.0,125040.0
7244,hdiff,idxvar,True,True,False,False,64,64,64,60,30,32,4,1,2,2,113770.0,114059.0,113150.0,119410.0
7245,hdiff,idxvar,True,True,False,False,64,64,64,60,15,64,4,1,4,1,113565.0,114350.0,112700.0,119580.0
7246,hdiff,idxvar,True,True,False,False,64,64,64,30,60,32,4,2,1,2,113605.0,113904.0,112570.0,117630.0
