./gridbenchmark --no-verify --single-prec --double-prec --print-runs --size 512x512x1 512x512x2 512x512x3 512x512x4 512x512x5 512x512x6 512x512x7 512x512x8 512x512x9 512x512x10 512x512x11 512x512x12 512x512x13 512x512x14 512x512x15 512x512x16 512x512x17 512x512x18 512x512x19 512x512x20 512x512x21 512x512x22 512x512x23 512x512x24 512x512x25 512x512x26 512x512x27 512x512x28 512x512x29 512x512x30 512x512x31 512x512x32 512x512x33 512x512x34 512x512x35 512x512x36 512x512x37 512x512x38 512x512x39 512x512x40 512x512x41 512x512x42 512x512x43 512x512x44 512x512x45 512x512x46 512x512x47 512x512x48 512x512x49 512x512x50 512x512x51 512x512x52 512x512x53 512x512x54 512x512x55 512x512x56 512x512x57 512x512x58 512x512x59 512x512x60 512x512x61 512x512x62 512x512x63 512x512x64 --threads 64x1x8 laplap-regular-idxvar laplap-unstr-idxvar laplap-unstr-idxvar -z laplap-unstr-idxvar -n laplap-unstr-idxvar -n -z laplap-unstr-idxvar -c laplap-unstr-idxvar -c -n laplap-unstr-idxvar -c -z laplap-unstr-idxvar -c -z -n laplap-unstr-idxvar-shared laplap-unstr-idxvar-kloop laplap-unstr-idxvar-kloop-sliced laplap-unstr-naive 
Benchmark                           , Precision, Domain size,,, Blocks     ,,, Threads    ,,, Kernel-only execution time                                                                                                                                                                                                                                            
                                    ,          ,   X,   Y,   Z,   X,   Y,   Z,   X,   Y,   Z,   Average,    Median,   Minimum,   Maximum, Run  1   , Run  2   , Run  3   , Run  4   , Run  5   , Run  6   , Run  7   , Run  8   , Run  9   , Run 10   , Run 11   , Run 12   , Run 13   , Run 14   , Run 15   , Run 16   , Run 17   , Run 18   , Run 19   , Run 20   
laplap-unstr-idxvar-shared          ,    double, 512, 512,  15,   8, 508,   2,  64,   1,   8,    173184,    173258,    166339,    178891,    172502,    172965,    173215,    171977,    173837,    176198,    171816,    171719,    168013,    174271,    173302,    171015,    174943,    166339,    172605,    178571,    174776,    178891,    172885,    173841
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  15,   8, 508,   1,  64,   1,   1,    160042,    160648,    146359,    168082,    146359,    153252,    164661,    166161,    159993,    151891,    163970,    166908,    163497,    159005,    162636,    162186,    165406,    159349,    155771,    159110,    155781,    158014,    168082,    158803
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  15,   8, 508,   1,  64,   1,   8,    254433,    253860,    243138,    262680,    262529,    250077,    253514,    250265,    258602,    258443,    259073,    255186,    256185,    255892,    251229,    254044,    262680,    254420,    243138,    252840,    252183,    252234,    253301,    252823
laplap-unstr-naive                  ,    double, 512, 512,  15,   8, 508,   2,  64,   1,   8,    198645,    198337,    193944,    204237,    196554,    201406,    198502,    196874,    197193,    203355,    204237,    199549,    200413,    198190,    196935,    199085,    197490,    196514,    201336,    193944,    196842,    197862,    198484,    198129
laplap-regular-idxvar               ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,     85978,     85921,     83919,     88227,     86566,     87078,     85973,     84049,     84641,     85641,     87190,     84943,     85674,     83919,     86504,     86899,     84951,     84761,     84733,     87725,     87921,     88227,     86823,     85338
laplap-unstr-idxvar                 ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    116946,    116420,    114905,    119634,    118470,    117662,    117223,    116577,    118313,    116668,    116660,    115769,    117040,    116065,    116909,    115800,    116760,    117769,    117461,    119634,    117502,    116686,    114905,    115056
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    117227,    117372,    114376,    119022,    116869,    117024,    117304,    117982,    117312,    117440,    116817,    114376,    115830,    117795,    118331,    117669,    119022,    117919,    117796,    117701,    117193,    116215,    116992,    116948
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    136310,    136296,    133032,    139101,    137999,    136031,    138335,    136555,    137318,    136507,    134585,    138522,    136227,    134453,    135195,    136086,    133032,    135556,    135944,    134908,    139101,    134387,    138639,    136826
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    128110,    128130,    126956,    129459,    127598,    129081,    127451,    127975,    127917,    128674,    128761,    126956,    127743,    129459,    127830,    128286,    126956,    127679,    127844,    128371,    128698,    127800,    128551,    128572
laplap-unstr-idxvar-comp            ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    116083,    115152,    114333,    131146,    114898,    115661,    114794,    114657,    114775,    116440,    115499,    115823,    116104,    131146,    114804,    114333,    114598,    114579,    114526,    115041,    117130,    115264,    116859,    114733
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    106579,    106859,    102655,    108885,    108885,    105060,    102655,    106905,    107064,    106818,    108287,    107662,    106492,    105639,    106999,    106813,    107826,    106110,    107699,    107354,    104787,    106254,    106438,    105833
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    119615,    119560,    118484,    120821,    119457,    120821,    118603,    120259,    119241,    119914,    118484,    119227,    119420,    119534,    119568,    120577,    118703,    120359,    119139,    119664,    120425,    118718,    120448,    119745
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    114897,    115025,    113113,    116708,    114126,    114687,    115415,    114792,    113508,    115746,    114722,    114032,    114163,    115818,    115521,    116708,    115860,    114821,    113113,    115382,    115191,    114868,    114281,    115182
laplap-unstr-idxvar-shared          ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    116701,    116973,    115255,    118238,    117601,    117008,    118238,    116618,    115458,    116938,    116314,    116212,    116205,    117294,    115881,    117102,    117362,    117085,    116899,    116809,    117029,    115255,    115627,    117091
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  16,   8, 508,   1,  64,   1,   1,    110695,    111164,    108140,    113439,    113439,    111373,    111236,    109107,    113012,    112468,    108653,    108640,    110143,    111093,    110303,    108140,    108687,    112507,    109475,    108511,    112920,    111329,    112286,    110580
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  16,   8, 508,   1,  64,   1,   8,    184610,    184516,    180636,    188906,    182033,    184412,    180636,    184619,    187132,    184690,    183201,    183527,    182320,    186527,    185159,    183292,    184360,    184204,    183933,    187270,    182068,    188180,    185737,    188906
laplap-unstr-naive                  ,    single, 512, 512,  16,   8, 508,   2,  64,   1,   8,    154764,    154851,    153589,    155852,    155752,    155852,    154013,    154340,    154867,    155079,    155585,    154197,    155764,    155577,    155275,    153589,    154649,    153902,    154080,    154835,    153766,    154621,    154328,    155204
laplap-regular-idxvar               ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    126321,    125579,    118948,    135018,    126126,    126128,    131599,    124001,    123399,    118948,    126034,    135018,    132984,    131696,    124627,    125032,    128865,    129877,    124956,    127128,    121480,    122618,    120938,    124958
laplap-unstr-idxvar                 ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    171781,    173108,    155917,    185286,    177234,    171611,    172856,    173360,    177125,    185286,    178592,    178861,    169538,    167602,    166582,    177061,    162463,    166971,    164262,    180244,    155917,    175479,    171095,    163474
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    168759,    167016,    158865,    179389,    162277,    160276,    166550,    178877,    163356,    166276,    158865,    164705,    179389,    169863,    164170,    177904,    173775,    176412,    161381,    170070,    174544,    177119,    165714,    163665
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    182562,    183282,    163574,    190903,    181152,    187356,    177762,    184662,    186704,    181951,    174727,    185549,    182165,    183413,    188640,    183150,    180290,    190047,    190903,    181520,    163574,    180962,    186616,    180095
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    180263,    181400,    167792,    191260,    183954,    168667,    178689,    176279,    183315,    178643,    176301,    191260,    181855,    172690,    180664,    189591,    182776,    188987,    177935,    178363,    181648,    184695,    167792,    181153
laplap-unstr-idxvar-comp            ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    169827,    171188,    160287,    178279,    178059,    175253,    172366,    169914,    170667,    164325,    161385,    168721,    178279,    176586,    162679,    177749,    160929,    171709,    173189,    173429,    170560,    167378,    163069,    160287
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    161200,    161948,    154791,    168127,    164305,    161496,    165194,    160467,    160161,    158595,    154791,    162380,    155979,    163241,    161803,    168127,    164159,    162287,    167453,    156916,    156665,    156199,    162093,    161694
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    178492,    179161,    169509,    186725,    176496,    182879,    177741,    183453,    183254,    183876,    186725,    183809,    175863,    176943,    176426,    178825,    170860,    169805,    178564,    180761,    179497,    173583,    169509,    180973
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    171358,    171768,    159266,    181450,    167378,    181450,    159418,    164778,    175957,    159266,    159736,    165008,    175441,    176156,    168095,    174672,    177255,    174625,    177994,    173441,    176239,    175801,    168026,    176425
laplap-unstr-idxvar-shared          ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    177569,    179380,    167794,    185885,    182025,    181641,    177892,    167794,    174801,    172418,    174040,    171459,    177988,    171167,    180842,    182820,    180772,    173753,    170707,    185243,    181560,    177515,    185885,    181053
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  16,   8, 508,   1,  64,   1,   1,    173002,    173261,    159122,    180471,    173403,    159122,    169608,    176106,    172844,    171031,    175800,    175451,    172182,    174248,    170608,    177574,    175185,    172794,    167388,    173119,    172387,    179601,    180471,    171119
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  16,   8, 508,   1,  64,   1,   8,    269709,    269800,    264949,    275900,    266595,    268063,    273873,    266013,    268680,    267203,    269476,    270123,    273688,    270248,    266469,    264949,    267738,    275900,    272148,    271894,    268724,    273734,    271066,    267600
laplap-unstr-naive                  ,    double, 512, 512,  16,   8, 508,   2,  64,   1,   8,    202194,    202261,    194914,    206316,    198348,    201867,    200868,    198986,    204275,    202230,    206121,    206209,    201722,    202511,    200269,    201771,    206316,    199872,    203015,    205497,    194914,    203938,    203138,    202011
laplap-regular-idxvar               ,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,     96057,     96337,     91862,     98330,     97765,     95809,     95251,     96688,     98330,     97720,     97435,     94856,     94350,     94335,     97273,     95474,     97291,     95368,     96622,     98008,     96029,     96052,     91862,     94630
laplap-unstr-idxvar                 ,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,    130955,    130629,    128261,    135320,    132727,    132688,    128261,    130108,    131301,    135320,    130890,    128580,    130898,    131483,    130129,    130179,    129673,    130533,    130698,    130368,    132732,    129871,    132334,    130322
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,    127606,    127652,    125958,    129411,    127124,    128450,    128919,    127548,    126890,    127100,    126550,    128113,    126682,    127625,    129411,    127830,    127474,    126599,    128264,    128353,    128290,    126620,    128310,    125958
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,    158202,    158312,    155721,    160713,    158283,    155721,    158405,    156633,    158506,    158435,    157157,    157183,    156606,    159547,    157630,    157406,    159506,    158036,    159001,    159757,    158218,    158049,    159244,    160713
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,    148218,    148222,    146141,    150314,    148939,    148769,    148646,    146785,    146862,    148132,    148582,    147746,    148710,    149438,    147832,    147503,    149257,    147577,    149213,    150314,    148295,    146998,    146141,    148611
laplap-unstr-idxvar-comp            ,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,    130141,    130404,    128452,    132338,    130103,    132338,    130368,    129582,    128549,    130439,    131053,    130450,    130904,    128621,    129660,    128452,    130780,    129378,    129166,    131315,    130906,    131825,    129358,    129571
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  17,   8, 508,   3,  64,   1,   8,    116898,    116450,    113719,    121299,    117302,    118729,    116110,    113798,    118462,    113719,    115860,    116188,    116613,    116770,    116129,    115709,    116544,    121299,    116599,    116796,    118131,    115262,    117617,    120315
