,stencil,precision,variant,unstructured,z-curves,comp,no-chase,size-x,size-y,size-z,blocks-x,blocks-y,blocks-z,threads-prod,threads-x,threads-y,threads-z,median,avg,min,max
405,laplap,double,idxvar,True,True,False,False,512,512,16,8,508,2,512,64,1,8,167016.0,168759.0,158865.0,179389.0
406,laplap,double,idxvar,True,False,False,True,512,512,16,8,508,2,512,64,1,8,183282.0,182562.0,163574.0,190903.0
407,laplap,double,idxvar,True,True,False,True,512,512,16,8,508,2,512,64,1,8,181400.0,180263.0,167792.0,191260.0
408,laplap,double,idxvar,True,False,True,False,512,512,16,8,508,2,512,64,1,8,171188.0,169827.0,160287.0,178279.0
409,laplap,double,idxvar,True,False,True,True,512,512,16,8,508,2,512,64,1,8,161948.0,161200.0,154791.0,168127.0
410,laplap,double,idxvar,True,True,True,False,512,512,16,8,508,2,512,64,1,8,179161.0,178492.0,169509.0,186725.0
411,laplap,double,idxvar,True,True,True,True,512,512,16,8,508,2,512,64,1,8,171768.0,171358.0,159266.0,181450.0
412,laplap,double,idxvar-shared,True,False,False,False,512,512,16,8,508,2,512,64,1,8,179380.0,177569.0,167794.0,185885.0
413,laplap,double,idxvar-kloop,True,False,False,False,512,512,16,8,508,1,64,64,1,1,173261.0,173002.0,159122.0,180471.0
414,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,16,8,508,1,512,64,1,8,269800.0,269709.0,264949.0,275900.0
415,laplap,double,naive,True,False,False,False,512,512,16,8,508,2,512,64,1,8,202261.0,202194.0,194914.0,206316.0
416,laplap,single,idxvar,False,False,False,False,512,512,17,8,508,3,512,64,1,8,96337.0,96057.0,91862.0,98330.0
417,laplap,single,idxvar,True,False,False,False,512,512,17,8,508,3,512,64,1,8,130629.0,130955.0,128261.0,135320.0
418,laplap,single,idxvar,True,True,False,False,512,512,17,8,508,3,512,64,1,8,127652.0,127606.0,125958.0,129411.0
419,laplap,single,idxvar,True,False,False,True,512,512,17,8,508,3,512,64,1,8,158312.0,158202.0,155721.0,160713.0
420,laplap,single,idxvar,True,True,False,True,512,512,17,8,508,3,512,64,1,8,148222.0,148218.0,146141.0,150314.0
421,laplap,single,idxvar,True,False,True,False,512,512,17,8,508,3,512,64,1,8,130404.0,130141.0,128452.0,132338.0
422,laplap,single,idxvar,True,False,True,True,512,512,17,8,508,3,512,64,1,8,116450.0,116898.0,113719.0,121299.0
423,laplap,single,idxvar,True,True,True,False,512,512,17,8,508,3,512,64,1,8,131424.0,131305.0,130225.0,132338.0
424,laplap,single,idxvar,True,True,True,True,512,512,17,8,508,3,512,64,1,8,124742.0,124873.0,123489.0,127449.0
425,laplap,single,idxvar-shared,True,False,False,False,512,512,17,8,508,3,512,64,1,8,147054.0,147160.0,143527.0,159282.0
426,laplap,single,idxvar-kloop,True,False,False,False,512,512,17,8,508,1,64,64,1,1,116163.0,115975.0,113970.0,118448.0
427,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,17,8,508,1,512,64,1,8,201855.0,201716.0,199306.0,204001.0
428,laplap,single,naive,True,False,False,False,512,512,17,8,508,3,512,64,1,8,174908.0,174851.0,172707.0,176052.0
429,laplap,double,idxvar,False,False,False,False,512,512,17,8,508,3,512,64,1,8,138558.0,137953.0,130699.0,145097.0
430,laplap,double,idxvar,True,False,False,False,512,512,17,8,508,3,512,64,1,8,196845.0,196006.0,185777.0,204781.0
431,laplap,double,idxvar,True,True,False,False,512,512,17,8,508,3,512,64,1,8,193632.0,191865.0,175380.0,203116.0
432,laplap,double,idxvar,True,False,False,True,512,512,17,8,508,3,512,64,1,8,215268.0,215119.0,209065.0,221252.0
433,laplap,double,idxvar,True,True,False,True,512,512,17,8,508,3,512,64,1,8,211400.0,211025.0,205865.0,217065.0
434,laplap,double,idxvar,True,False,True,False,512,512,17,8,508,3,512,64,1,8,188056.0,185871.0,174602.0,191949.0
435,laplap,double,idxvar,True,False,True,True,512,512,17,8,508,3,512,64,1,8,179487.0,177708.0,169862.0,184319.0
436,laplap,double,idxvar,True,True,True,False,512,512,17,8,508,3,512,64,1,8,191390.0,191141.0,181609.0,198442.0
437,laplap,double,idxvar,True,True,True,True,512,512,17,8,508,3,512,64,1,8,187172.0,186910.0,180207.0,194940.0
438,laplap,double,idxvar-shared,True,False,False,False,512,512,17,8,508,3,512,64,1,8,210568.0,210042.0,200776.0,215817.0
439,laplap,double,idxvar-kloop,True,False,False,False,512,512,17,8,508,1,64,64,1,1,179239.0,177542.0,167165.0,184029.0
440,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,17,8,508,1,512,64,1,8,288588.0,288123.0,279787.0,295161.0
441,laplap,double,naive,True,False,False,False,512,512,17,8,508,3,512,64,1,8,231074.0,230389.0,223660.0,236846.0
442,laplap,single,idxvar,False,False,False,False,512,512,18,8,508,3,512,64,1,8,94520.0,94250.0,91710.0,96186.0
443,laplap,single,idxvar,True,False,False,False,512,512,18,8,508,3,512,64,1,8,136174.0,136417.0,134442.0,139594.0
444,laplap,single,idxvar,True,True,False,False,512,512,18,8,508,3,512,64,1,8,140216.0,140001.0,137499.0,142499.0
445,laplap,single,idxvar,True,False,False,True,512,512,18,8,508,3,512,64,1,8,154174.0,154684.0,152335.0,165157.0
446,laplap,single,idxvar,True,True,False,True,512,512,18,8,508,3,512,64,1,8,156864.0,156819.0,155199.0,159528.0
447,laplap,single,idxvar,True,False,True,False,512,512,18,8,508,3,512,64,1,8,134982.0,135043.0,133493.0,137106.0
448,laplap,single,idxvar,True,False,True,True,512,512,18,8,508,3,512,64,1,8,122246.0,122067.0,120240.0,123846.0
449,laplap,single,idxvar,True,True,True,False,512,512,18,8,508,3,512,64,1,8,136812.0,136792.0,135488.0,137782.0
450,laplap,single,idxvar,True,True,True,True,512,512,18,8,508,3,512,64,1,8,134166.0,134213.0,132501.0,136908.0
451,laplap,single,idxvar-shared,True,False,False,False,512,512,18,8,508,3,512,64,1,8,153824.0,154289.0,151734.0,156511.0
452,laplap,single,idxvar-kloop,True,False,False,False,512,512,18,8,508,1,64,64,1,1,120206.0,121058.0,118535.0,123192.0
453,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,18,8,508,1,512,64,1,8,207472.0,207306.0,204736.0,211072.0
454,laplap,single,naive,True,False,False,False,512,512,18,8,508,3,512,64,1,8,183528.0,183333.0,181401.0,184948.0
455,laplap,double,idxvar,False,False,False,False,512,512,18,8,508,3,512,64,1,8,141370.0,140683.0,127394.0,151687.0
456,laplap,double,idxvar,True,False,False,False,512,512,18,8,508,3,512,64,1,8,202156.0,199758.0,185458.0,208102.0
457,laplap,double,idxvar,True,True,False,False,512,512,18,8,508,3,512,64,1,8,197111.0,196328.0,185121.0,207839.0
458,laplap,double,idxvar,True,False,False,True,512,512,18,8,508,3,512,64,1,8,224416.0,223366.0,207381.0,236254.0
459,laplap,double,idxvar,True,True,False,True,512,512,18,8,508,3,512,64,1,8,222963.0,219921.0,204076.0,229178.0
460,laplap,double,idxvar,True,False,True,False,512,512,18,8,508,3,512,64,1,8,197264.0,197191.0,183859.0,207325.0
461,laplap,double,idxvar,True,False,True,True,512,512,18,8,508,3,512,64,1,8,187148.0,186398.0,175477.0,198016.0
462,laplap,double,idxvar,True,True,True,False,512,512,18,8,508,3,512,64,1,8,205410.0,205084.0,197051.0,209372.0
463,laplap,double,idxvar,True,True,True,True,512,512,18,8,508,3,512,64,1,8,197150.0,196900.0,186148.0,203296.0
464,laplap,double,idxvar-shared,True,False,False,False,512,512,18,8,508,3,512,64,1,8,215590.0,216143.0,209041.0,223442.0
465,laplap,double,idxvar-kloop,True,False,False,False,512,512,18,8,508,1,64,64,1,1,189836.0,186560.0,174749.0,193481.0
466,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,18,8,508,1,512,64,1,8,314648.0,312824.0,300223.0,320404.0
467,laplap,double,naive,True,False,False,False,512,512,18,8,508,3,512,64,1,8,238948.0,238773.0,232334.0,243396.0
468,laplap,single,idxvar,False,False,False,False,512,512,19,8,508,3,512,64,1,8,101211.0,100877.0,97363.0,105447.0
469,laplap,single,idxvar,True,False,False,False,512,512,19,8,508,3,512,64,1,8,146744.0,146501.0,143496.0,149518.0
470,laplap,single,idxvar,True,True,False,False,512,512,19,8,508,3,512,64,1,8,140212.0,139954.0,137712.0,143688.0
471,laplap,single,idxvar,True,False,False,True,512,512,19,8,508,3,512,64,1,8,166396.0,166561.0,164060.0,169619.0
472,laplap,single,idxvar,True,True,False,True,512,512,19,8,508,3,512,64,1,8,166282.0,166235.0,164011.0,169169.0
473,laplap,single,idxvar,True,False,True,False,512,512,19,8,508,3,512,64,1,8,142906.0,143289.0,141431.0,145802.0
474,laplap,single,idxvar,True,False,True,True,512,512,19,8,508,3,512,64,1,8,126564.0,127230.0,124777.0,137743.0
475,laplap,single,idxvar,True,True,True,False,512,512,19,8,508,3,512,64,1,8,146636.0,146662.0,145170.0,149870.0
476,laplap,single,idxvar,True,True,True,True,512,512,19,8,508,3,512,64,1,8,138318.0,138540.0,137033.0,140199.0
477,laplap,single,idxvar-shared,True,False,False,False,512,512,19,8,508,3,512,64,1,8,156968.0,156914.0,155341.0,158259.0
478,laplap,single,idxvar-kloop,True,False,False,False,512,512,19,8,508,1,64,64,1,1,126500.0,126381.0,123713.0,129010.0
479,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,19,8,508,1,512,64,1,8,210909.0,211383.0,208553.0,216795.0
480,laplap,single,naive,True,False,False,False,512,512,19,8,508,3,512,64,1,8,187927.0,188597.0,186103.0,204829.0
481,laplap,double,idxvar,False,False,False,False,512,512,19,8,508,3,512,64,1,8,150188.0,148879.0,137680.0,159292.0
482,laplap,double,idxvar,True,False,False,False,512,512,19,8,508,3,512,64,1,8,200728.0,198310.0,176211.0,213086.0
483,laplap,double,idxvar,True,True,False,False,512,512,19,8,508,3,512,64,1,8,210471.0,212117.0,200204.0,223689.0
484,laplap,double,idxvar,True,False,False,True,512,512,19,8,508,3,512,64,1,8,231984.0,232015.0,221981.0,242061.0
485,laplap,double,idxvar,True,True,False,True,512,512,19,8,508,3,512,64,1,8,230284.0,227560.0,217357.0,237517.0
486,laplap,double,idxvar,True,False,True,False,512,512,19,8,508,3,512,64,1,8,209212.0,207348.0,197043.0,213889.0
487,laplap,double,idxvar,True,False,True,True,512,512,19,8,508,3,512,64,1,8,195868.0,195736.0,189150.0,203641.0
488,laplap,double,idxvar,True,True,True,False,512,512,19,8,508,3,512,64,1,8,208650.0,209564.0,204189.0,215821.0
489,laplap,double,idxvar,True,True,True,True,512,512,19,8,508,3,512,64,1,8,205630.0,204530.0,195395.0,208769.0
490,laplap,double,idxvar-shared,True,False,False,False,512,512,19,8,508,3,512,64,1,8,220236.0,220504.0,214954.0,227450.0
491,laplap,double,idxvar-kloop,True,False,False,False,512,512,19,8,508,1,64,64,1,1,203262.0,201762.0,187031.0,212378.0
492,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,19,8,508,1,512,64,1,8,325880.0,324758.0,314614.0,334233.0
493,laplap,double,naive,True,False,False,False,512,512,19,8,508,3,512,64,1,8,251104.0,250555.0,241778.0,265839.0
494,laplap,single,idxvar,False,False,False,False,512,512,20,8,508,3,512,64,1,8,105330.0,105152.0,100640.0,108188.0
495,laplap,single,idxvar,True,False,False,False,512,512,20,8,508,3,512,64,1,8,143757.0,143645.0,141950.0,145997.0
496,laplap,single,idxvar,True,True,False,False,512,512,20,8,508,3,512,64,1,8,151120.0,151061.0,149218.0,153441.0
497,laplap,single,idxvar,True,False,False,True,512,512,20,8,508,3,512,64,1,8,170898.0,171109.0,169006.0,176018.0
498,laplap,single,idxvar,True,True,False,True,512,512,20,8,508,3,512,64,1,8,169100.0,169493.0,167766.0,171373.0
499,laplap,single,idxvar,True,False,True,False,512,512,20,8,508,3,512,64,1,8,144488.0,144166.0,142303.0,145905.0
500,laplap,single,idxvar,True,False,True,True,512,512,20,8,508,3,512,64,1,8,132921.0,132793.0,130220.0,135623.0
501,laplap,single,idxvar,True,True,True,False,512,512,20,8,508,3,512,64,1,8,149685.0,149546.0,147662.0,151505.0
502,laplap,single,idxvar,True,True,True,True,512,512,20,8,508,3,512,64,1,8,148747.0,148972.0,146124.0,151593.0
503,laplap,single,idxvar-shared,True,False,False,False,512,512,20,8,508,3,512,64,1,8,154325.0,154363.0,152127.0,156218.0
504,laplap,single,idxvar-kloop,True,False,False,False,512,512,20,8,508,1,64,64,1,1,134510.0,134228.0,131775.0,136884.0
505,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,20,8,508,1,512,64,1,8,225248.0,225400.0,221708.0,232506.0
506,laplap,single,naive,True,False,False,False,512,512,20,8,508,3,512,64,1,8,194484.0,194210.0,192427.0,196537.0
507,laplap,double,idxvar,False,False,False,False,512,512,20,8,508,3,512,64,1,8,153424.0,153646.0,145791.0,163295.0
508,laplap,double,idxvar,True,False,False,False,512,512,20,8,508,3,512,64,1,8,213900.0,212835.0,201094.0,222157.0
509,laplap,double,idxvar,True,True,False,False,512,512,20,8,508,3,512,64,1,8,212797.0,210826.0,198483.0,217069.0
510,laplap,double,idxvar,True,False,False,True,512,512,20,8,508,3,512,64,1,8,243224.0,244178.0,233808.0,255468.0
511,laplap,double,idxvar,True,True,False,True,512,512,20,8,508,3,512,64,1,8,245905.0,243532.0,225473.0,253306.0
512,laplap,double,idxvar,True,False,True,False,512,512,20,8,508,3,512,64,1,8,215278.0,214914.0,208678.0,219623.0
513,laplap,double,idxvar,True,False,True,True,512,512,20,8,508,3,512,64,1,8,205774.0,204351.0,187887.0,215087.0
514,laplap,double,idxvar,True,True,True,False,512,512,20,8,508,3,512,64,1,8,222366.0,220792.0,208341.0,228133.0
515,laplap,double,idxvar,True,True,True,True,512,512,20,8,508,3,512,64,1,8,214518.0,213692.0,203005.0,221760.0
516,laplap,double,idxvar-shared,True,False,False,False,512,512,20,8,508,3,512,64,1,8,232292.0,230648.0,215311.0,236756.0
517,laplap,double,idxvar-kloop,True,False,False,False,512,512,20,8,508,1,64,64,1,1,191888.0,195970.0,182591.0,211795.0
518,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,20,8,508,1,512,64,1,8,334000.0,338544.0,328438.0,346837.0
519,laplap,double,naive,True,False,False,False,512,512,20,8,508,3,512,64,1,8,253774.0,254493.0,249936.0,260953.0
520,laplap,single,idxvar,False,False,False,False,512,512,21,8,508,3,512,64,1,8,110336.0,110216.0,107147.0,113311.0
521,laplap,single,idxvar,True,False,False,False,512,512,21,8,508,3,512,64,1,8,152339.0,152264.0,149984.0,157733.0
522,laplap,single,idxvar,True,True,False,False,512,512,21,8,508,3,512,64,1,8,152401.0,152292.0,149485.0,154431.0
523,laplap,single,idxvar,True,False,False,True,512,512,21,8,508,3,512,64,1,8,185186.0,184972.0,182834.0,187597.0
524,laplap,single,idxvar,True,True,False,True,512,512,21,8,508,3,512,64,1,8,177895.0,177865.0,175841.0,181010.0
525,laplap,single,idxvar,True,False,True,False,512,512,21,8,508,3,512,64,1,8,151981.0,151848.0,149794.0,153325.0
526,laplap,single,idxvar,True,False,True,True,512,512,21,8,508,3,512,64,1,8,138916.0,138473.0,135297.0,140348.0
527,laplap,single,idxvar,True,True,True,False,512,512,21,8,508,3,512,64,1,8,160788.0,160634.0,158648.0,163337.0
528,laplap,single,idxvar,True,True,True,True,512,512,21,8,508,3,512,64,1,8,149717.0,149615.0,147270.0,151819.0
529,laplap,single,idxvar-shared,True,False,False,False,512,512,21,8,508,3,512,64,1,8,165174.0,165825.0,162223.0,170129.0
530,laplap,single,idxvar-kloop,True,False,False,False,512,512,21,8,508,1,64,64,1,1,138389.0,139011.0,136846.0,140943.0
531,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,21,8,508,1,512,64,1,8,225388.0,225308.0,219782.0,230062.0
532,laplap,single,naive,True,False,False,False,512,512,21,8,508,3,512,64,1,8,204325.0,204362.0,203529.0,205499.0
533,laplap,double,idxvar,False,False,False,False,512,512,21,8,508,3,512,64,1,8,157969.0,158821.0,151892.0,167838.0
534,laplap,double,idxvar,True,False,False,False,512,512,21,8,508,3,512,64,1,8,224484.0,224484.0,212591.0,234551.0
535,laplap,double,idxvar,True,True,False,False,512,512,21,8,508,3,512,64,1,8,227897.0,227343.0,211470.0,234530.0
536,laplap,double,idxvar,True,False,False,True,512,512,21,8,508,3,512,64,1,8,247614.0,247220.0,230705.0,259410.0
537,laplap,double,idxvar,True,True,False,True,512,512,21,8,508,3,512,64,1,8,241314.0,239825.0,220053.0,251217.0
538,laplap,double,idxvar,True,False,True,False,512,512,21,8,508,3,512,64,1,8,226498.0,225315.0,215226.0,233312.0
539,laplap,double,idxvar,True,False,True,True,512,512,21,8,508,3,512,64,1,8,216391.0,215075.0,207440.0,221447.0
540,laplap,double,idxvar,True,True,True,False,512,512,21,8,508,3,512,64,1,8,237348.0,236729.0,230512.0,246278.0
541,laplap,double,idxvar,True,True,True,True,512,512,21,8,508,3,512,64,1,8,229066.0,229344.0,220480.0,242134.0
542,laplap,double,idxvar-shared,True,False,False,False,512,512,21,8,508,3,512,64,1,8,242368.0,241044.0,233431.0,247331.0
543,laplap,double,idxvar-kloop,True,False,False,False,512,512,21,8,508,1,64,64,1,1,215301.0,216912.0,203895.0,230194.0
544,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,21,8,508,1,512,64,1,8,346088.0,345536.0,336729.0,353510.0
545,laplap,double,naive,True,False,False,False,512,512,21,8,508,3,512,64,1,8,270620.0,270100.0,261329.0,276903.0
546,laplap,single,idxvar,False,False,False,False,512,512,22,8,508,3,512,64,1,8,117942.0,117550.0,114354.0,121144.0
547,laplap,single,idxvar,True,False,False,False,512,512,22,8,508,3,512,64,1,8,163826.0,164318.0,161534.0,168085.0
548,laplap,single,idxvar,True,True,False,False,512,512,22,8,508,3,512,64,1,8,157115.0,157041.0,155546.0,159093.0
549,laplap,single,idxvar,True,False,False,True,512,512,22,8,508,3,512,64,1,8,187822.0,187159.0,184856.0,189421.0
550,laplap,single,idxvar,True,True,False,True,512,512,22,8,508,3,512,64,1,8,188718.0,188588.0,186567.0,191357.0
551,laplap,single,idxvar,True,False,True,False,512,512,22,8,508,3,512,64,1,8,159745.0,159723.0,157328.0,161916.0
552,laplap,single,idxvar,True,False,True,True,512,512,22,8,508,3,512,64,1,8,148442.0,147887.0,144324.0,150238.0
553,laplap,single,idxvar,True,True,True,False,512,512,22,8,508,3,512,64,1,8,163252.0,163244.0,161467.0,166052.0
554,laplap,single,idxvar,True,True,True,True,512,512,22,8,508,3,512,64,1,8,155068.0,155170.0,153453.0,157427.0
555,laplap,single,idxvar-shared,True,False,False,False,512,512,22,8,508,3,512,64,1,8,166850.0,166847.0,164103.0,169799.0
556,laplap,single,idxvar-kloop,True,False,False,False,512,512,22,8,508,1,64,64,1,1,144446.0,144888.0,140652.0,156003.0
557,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,22,8,508,1,512,64,1,8,232340.0,232297.0,229791.0,234949.0
558,laplap,single,naive,True,False,False,False,512,512,22,8,508,3,512,64,1,8,211802.0,211534.0,209994.0,213484.0
559,laplap,double,idxvar,False,False,False,False,512,512,22,8,508,3,512,64,1,8,162871.0,163576.0,153723.0,176788.0
560,laplap,double,idxvar,True,False,False,False,512,512,22,8,508,3,512,64,1,8,232080.0,230392.0,218410.0,241663.0
561,laplap,double,idxvar,True,True,False,False,512,512,22,8,508,3,512,64,1,8,232224.0,230585.0,217799.0,241152.0
562,laplap,double,idxvar,True,False,False,True,512,512,22,8,508,3,512,64,1,8,245552.0,244930.0,235906.0,255161.0
563,laplap,double,idxvar,True,True,False,True,512,512,22,8,508,3,512,64,1,8,234208.0,244246.0,220082.0,260953.0
564,laplap,double,idxvar,True,False,True,False,512,512,22,8,508,3,512,64,1,8,237436.0,234864.0,220837.0,243849.0
565,laplap,double,idxvar,True,False,True,True,512,512,22,8,508,3,512,64,1,8,221010.0,219979.0,207861.0,229664.0
566,laplap,double,idxvar,True,True,True,False,512,512,22,8,508,3,512,64,1,8,246084.0,244607.0,228838.0,254047.0
567,laplap,double,idxvar,True,True,True,True,512,512,22,8,508,3,512,64,1,8,238352.0,237239.0,224424.0,246238.0
568,laplap,double,idxvar-shared,True,False,False,False,512,512,22,8,508,3,512,64,1,8,252368.0,250859.0,240319.0,259336.0
569,laplap,double,idxvar-kloop,True,False,False,False,512,512,22,8,508,1,64,64,1,1,225398.0,225096.0,208914.0,235332.0
570,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,22,8,508,1,512,64,1,8,350042.0,348956.0,340401.0,356391.0
571,laplap,double,naive,True,False,False,False,512,512,22,8,508,3,512,64,1,8,282708.0,282443.0,275089.0,289871.0
572,laplap,single,idxvar,False,False,False,False,512,512,23,8,508,3,512,64,1,8,118562.0,118599.0,116160.0,121992.0
573,laplap,single,idxvar,True,False,False,False,512,512,23,8,508,3,512,64,1,8,165833.0,165291.0,161265.0,167364.0
574,laplap,single,idxvar,True,True,False,False,512,512,23,8,508,3,512,64,1,8,165211.0,165234.0,163658.0,166653.0
575,laplap,single,idxvar,True,False,False,True,512,512,23,8,508,3,512,64,1,8,194771.0,194576.0,190859.0,198577.0
576,laplap,single,idxvar,True,True,False,True,512,512,23,8,508,3,512,64,1,8,192056.0,192068.0,190332.0,193615.0
577,laplap,single,idxvar,True,False,True,False,512,512,23,8,508,3,512,64,1,8,165778.0,165761.0,163843.0,168358.0
578,laplap,single,idxvar,True,False,True,True,512,512,23,8,508,3,512,64,1,8,153978.0,153695.0,149994.0,156355.0
579,laplap,single,idxvar,True,True,True,False,512,512,23,8,508,3,512,64,1,8,168619.0,168515.0,166678.0,170606.0
580,laplap,single,idxvar,True,True,True,True,512,512,23,8,508,3,512,64,1,8,161149.0,161087.0,159216.0,162895.0
581,laplap,single,idxvar-shared,True,False,False,False,512,512,23,8,508,3,512,64,1,8,167521.0,167929.0,165273.0,170786.0
582,laplap,single,idxvar-kloop,True,False,False,False,512,512,23,8,508,1,64,64,1,1,147467.0,147497.0,144872.0,151724.0
583,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,23,8,508,1,512,64,1,8,234518.0,234288.0,231042.0,237081.0
584,laplap,single,naive,True,False,False,False,512,512,23,8,508,3,512,64,1,8,219562.0,219697.0,218560.0,221352.0
585,laplap,double,idxvar,False,False,False,False,512,512,23,8,508,3,512,64,1,8,174964.0,175314.0,162236.0,190488.0
586,laplap,double,idxvar,True,False,False,False,512,512,23,8,508,3,512,64,1,8,231256.0,231481.0,218597.0,244618.0
587,laplap,double,idxvar,True,True,False,False,512,512,23,8,508,3,512,64,1,8,237890.0,238095.0,223294.0,251353.0
588,laplap,double,idxvar,True,False,False,True,512,512,23,8,508,3,512,64,1,8,264377.0,260873.0,243599.0,274410.0
589,laplap,double,idxvar,True,True,False,True,512,512,23,8,508,3,512,64,1,8,267585.0,265494.0,248170.0,274474.0
590,laplap,double,idxvar,True,False,True,False,512,512,23,8,508,3,512,64,1,8,246202.0,245013.0,235893.0,252657.0
591,laplap,double,idxvar,True,False,True,True,512,512,23,8,508,3,512,64,1,8,236604.0,234089.0,224550.0,239678.0
592,laplap,double,idxvar,True,True,True,False,512,512,23,8,508,3,512,64,1,8,259286.0,257075.0,247529.0,266853.0
593,laplap,double,idxvar,True,True,True,True,512,512,23,8,508,3,512,64,1,8,246594.0,246739.0,239300.0,253079.0
594,laplap,double,idxvar-shared,True,False,False,False,512,512,23,8,508,3,512,64,1,8,247824.0,248094.0,240138.0,254997.0
595,laplap,double,idxvar-kloop,True,False,False,False,512,512,23,8,508,1,64,64,1,1,234513.0,230479.0,203789.0,243284.0
596,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,23,8,508,1,512,64,1,8,359314.0,357458.0,347812.0,366018.0
597,laplap,double,naive,True,False,False,False,512,512,23,8,508,3,512,64,1,8,293284.0,293681.0,287599.0,300937.0
598,laplap,single,idxvar,False,False,False,False,512,512,24,8,508,3,512,64,1,8,128101.0,128034.0,124234.0,133358.0
599,laplap,single,idxvar,True,False,False,False,512,512,24,8,508,3,512,64,1,8,167864.0,167559.0,164853.0,169692.0
600,laplap,single,idxvar,True,True,False,False,512,512,24,8,508,3,512,64,1,8,167270.0,167258.0,165331.0,170104.0
601,laplap,single,idxvar,True,False,False,True,512,512,24,8,508,3,512,64,1,8,195734.0,195444.0,191516.0,198170.0
602,laplap,single,idxvar,True,True,False,True,512,512,24,8,508,3,512,64,1,8,204510.0,204523.0,202934.0,206970.0
603,laplap,single,idxvar,True,False,True,False,512,512,24,8,508,3,512,64,1,8,167472.0,167637.0,166121.0,169064.0
604,laplap,single,idxvar,True,False,True,True,512,512,24,8,508,3,512,64,1,8,149856.0,149501.0,147122.0,152391.0
605,laplap,single,idxvar,True,True,True,False,512,512,24,8,508,3,512,64,1,8,174693.0,174621.0,173467.0,175874.0
606,laplap,single,idxvar,True,True,True,True,512,512,24,8,508,3,512,64,1,8,169064.0,168919.0,166632.0,170404.0
607,laplap,single,idxvar-shared,True,False,False,False,512,512,24,8,508,3,512,64,1,8,171906.0,172122.0,170206.0,175677.0
608,laplap,single,idxvar-kloop,True,False,False,False,512,512,24,8,508,1,64,64,1,1,157500.0,157725.0,155585.0,159926.0
609,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,24,8,508,1,512,64,1,8,247404.0,247290.0,242801.0,251314.0
610,laplap,single,naive,True,False,False,False,512,512,24,8,508,3,512,64,1,8,225352.0,225179.0,223591.0,227378.0
611,laplap,double,idxvar,False,False,False,False,512,512,24,8,508,3,512,64,1,8,175864.0,178850.0,171803.0,188065.0
612,laplap,double,idxvar,True,False,False,False,512,512,24,8,508,3,512,64,1,8,242977.0,241717.0,222463.0,254117.0
613,laplap,double,idxvar,True,True,False,False,512,512,24,8,508,3,512,64,1,8,237170.0,235943.0,218328.0,251965.0
614,laplap,double,idxvar,True,False,False,True,512,512,24,8,508,3,512,64,1,8,270288.0,268378.0,256908.0,280806.0
615,laplap,double,idxvar,True,True,False,True,512,512,24,8,508,3,512,64,1,8,267628.0,265776.0,257580.0,278650.0
616,laplap,double,idxvar,True,False,True,False,512,512,24,8,508,3,512,64,1,8,257672.0,256763.0,246300.0,267094.0
617,laplap,double,idxvar,True,False,True,True,512,512,24,8,508,3,512,64,1,8,237552.0,236979.0,220760.0,247530.0
618,laplap,double,idxvar,True,True,True,False,512,512,24,8,508,3,512,64,1,8,262086.0,261754.0,252680.0,270917.0
619,laplap,double,idxvar,True,True,True,True,512,512,24,8,508,3,512,64,1,8,256360.0,254166.0,227806.0,269680.0
620,laplap,double,idxvar-shared,True,False,False,False,512,512,24,8,508,3,512,64,1,8,254379.0,255779.0,244938.0,264850.0
621,laplap,double,idxvar-kloop,True,False,False,False,512,512,24,8,508,1,64,64,1,1,247756.0,246605.0,227876.0,259327.0
622,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,24,8,508,1,512,64,1,8,367759.0,366551.0,356045.0,376093.0
623,laplap,double,naive,True,False,False,False,512,512,24,8,508,3,512,64,1,8,305094.0,305089.0,296631.0,312913.0
624,laplap,single,idxvar,False,False,False,False,512,512,25,8,508,4,512,64,1,8,135605.0,135958.0,131797.0,140342.0
625,laplap,single,idxvar,True,False,False,False,512,512,25,8,508,4,512,64,1,8,182958.0,182863.0,180828.0,184651.0
626,laplap,single,idxvar,True,True,False,False,512,512,25,8,508,4,512,64,1,8,177576.0,177955.0,175387.0,181292.0
627,laplap,single,idxvar,True,False,False,True,512,512,25,8,508,4,512,64,1,8,212574.0,212858.0,211001.0,214953.0
628,laplap,single,idxvar,True,True,False,True,512,512,25,8,508,4,512,64,1,8,210411.0,210345.0,207687.0,212785.0
