,stencil,precision,variant,unstructured,z-curves,comp,no-chase,size-x,size-y,size-z,blocks-x,blocks-y,blocks-z,threads-prod,threads-x,threads-y,threads-z,median,avg,min,max
845,laplap,double,idxvar,False,False,False,False,512,512,33,8,508,5,512,64,1,8,245947.0,247148.0,238460.0,261305.0
846,laplap,double,idxvar,True,False,False,False,512,512,33,8,508,5,512,64,1,8,344460.0,344217.0,329807.0,359787.0
847,laplap,double,idxvar,True,True,False,False,512,512,33,8,508,5,512,64,1,8,338551.0,337043.0,317340.0,350733.0
848,laplap,double,idxvar,True,False,False,True,512,512,33,8,508,5,512,64,1,8,379746.0,378727.0,366780.0,393234.0
849,laplap,double,idxvar,True,True,False,True,512,512,33,8,508,5,512,64,1,8,386077.0,386338.0,363091.0,407575.0
850,laplap,double,idxvar,True,False,True,False,512,512,33,8,508,5,512,64,1,8,346492.0,346461.0,332617.0,362109.0
851,laplap,double,idxvar,True,False,True,True,512,512,33,8,508,5,512,64,1,8,324550.0,322310.0,307537.0,334298.0
852,laplap,double,idxvar,True,True,True,False,512,512,33,8,508,5,512,64,1,8,357228.0,356562.0,346050.0,365452.0
853,laplap,double,idxvar,True,True,True,True,512,512,33,8,508,5,512,64,1,8,352636.0,352249.0,343655.0,363834.0
854,laplap,double,idxvar-shared,True,False,False,False,512,512,33,8,508,5,512,64,1,8,371428.0,369739.0,359171.0,378782.0
855,laplap,double,idxvar-kloop,True,False,False,False,512,512,33,8,508,1,64,64,1,1,345132.0,342766.0,313219.0,357217.0
856,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,33,8,508,1,512,64,1,8,498978.0,498169.0,482018.0,508191.0
857,laplap,double,naive,True,False,False,False,512,512,33,8,508,5,512,64,1,8,421616.0,421706.0,414335.0,430976.0
858,laplap,single,idxvar,False,False,False,False,512,512,34,8,508,5,512,64,1,8,173038.0,174556.0,171167.0,178282.0
859,laplap,single,idxvar,True,False,False,False,512,512,34,8,508,5,512,64,1,8,240072.0,241187.0,239118.0,244374.0
860,laplap,single,idxvar,True,True,False,False,512,512,34,8,508,5,512,64,1,8,243196.0,242927.0,238998.0,246386.0
861,laplap,single,idxvar,True,False,False,True,512,512,34,8,508,5,512,64,1,8,277670.0,277700.0,275884.0,280476.0
862,laplap,single,idxvar,True,True,False,True,512,512,34,8,508,5,512,64,1,8,274574.0,274996.0,272080.0,276985.0
863,laplap,single,idxvar,True,False,True,False,512,512,34,8,508,5,512,64,1,8,240668.0,240442.0,238237.0,242639.0
864,laplap,single,idxvar,True,False,True,True,512,512,34,8,508,5,512,64,1,8,215518.0,215484.0,212286.0,218734.0
865,laplap,single,idxvar,True,True,True,False,512,512,34,8,508,5,512,64,1,8,244796.0,245130.0,243159.0,247198.0
866,laplap,single,idxvar,True,True,True,True,512,512,34,8,508,5,512,64,1,8,239173.0,239161.0,237664.0,241488.0
867,laplap,single,idxvar-shared,True,False,False,False,512,512,34,8,508,5,512,64,1,8,255927.0,256282.0,252564.0,259585.0
868,laplap,single,idxvar-kloop,True,False,False,False,512,512,34,8,508,1,64,64,1,1,211322.0,211456.0,209308.0,215171.0
869,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,34,8,508,1,512,64,1,8,312128.0,312135.0,308906.0,315745.0
870,laplap,single,naive,True,False,False,False,512,512,34,8,508,5,512,64,1,8,319767.0,320416.0,317700.0,336844.0
871,laplap,double,idxvar,False,False,False,False,512,512,34,8,508,5,512,64,1,8,246385.0,247238.0,234481.0,268910.0
872,laplap,double,idxvar,True,False,False,False,512,512,34,8,508,5,512,64,1,8,351136.0,350690.0,338042.0,361091.0
873,laplap,double,idxvar,True,True,False,False,512,512,34,8,508,5,512,64,1,8,351222.0,347584.0,327271.0,359309.0
874,laplap,double,idxvar,True,False,False,True,512,512,34,8,508,5,512,64,1,8,377238.0,375814.0,358970.0,394575.0
875,laplap,double,idxvar,True,True,False,True,512,512,34,8,508,5,512,64,1,8,383834.0,382721.0,365766.0,400816.0
876,laplap,double,idxvar,True,False,True,False,512,512,34,8,508,5,512,64,1,8,349344.0,350364.0,332523.0,364394.0
877,laplap,double,idxvar,True,False,True,True,512,512,34,8,508,5,512,64,1,8,332586.0,332975.0,317553.0,349813.0
878,laplap,double,idxvar,True,True,True,False,512,512,34,8,508,5,512,64,1,8,364593.0,362458.0,347283.0,374467.0
879,laplap,double,idxvar,True,True,True,True,512,512,34,8,508,5,512,64,1,8,354119.0,356183.0,349025.0,365472.0
880,laplap,double,idxvar-shared,True,False,False,False,512,512,34,8,508,5,512,64,1,8,372168.0,370610.0,355384.0,377770.0
881,laplap,double,idxvar-kloop,True,False,False,False,512,512,34,8,508,1,64,64,1,1,350152.0,347032.0,318691.0,366724.0
882,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,34,8,508,1,512,64,1,8,511620.0,509322.0,491245.0,527468.0
883,laplap,double,naive,True,False,False,False,512,512,34,8,508,5,512,64,1,8,433106.0,434337.0,421279.0,445059.0
884,laplap,single,idxvar,False,False,False,False,512,512,35,8,508,5,512,64,1,8,178190.0,178601.0,173873.0,192781.0
885,laplap,single,idxvar,True,False,False,False,512,512,35,8,508,5,512,64,1,8,247958.0,247745.0,244494.0,249557.0
886,laplap,single,idxvar,True,True,False,False,512,512,35,8,508,5,512,64,1,8,247586.0,247307.0,244896.0,249389.0
887,laplap,single,idxvar,True,False,False,True,512,512,35,8,508,5,512,64,1,8,292950.0,292447.0,289078.0,295232.0
888,laplap,single,idxvar,True,True,False,True,512,512,35,8,508,5,512,64,1,8,286092.0,286928.0,285018.0,288963.0
889,laplap,single,idxvar,True,False,True,False,512,512,35,8,508,5,512,64,1,8,249440.0,249530.0,246552.0,251577.0
890,laplap,single,idxvar,True,False,True,True,512,512,35,8,508,5,512,64,1,8,221238.0,220879.0,217859.0,223579.0
891,laplap,single,idxvar,True,True,True,False,512,512,35,8,508,5,512,64,1,8,250290.0,250325.0,248525.0,253324.0
892,laplap,single,idxvar,True,True,True,True,512,512,35,8,508,5,512,64,1,8,242442.0,242542.0,240572.0,244923.0
893,laplap,single,idxvar-shared,True,False,False,False,512,512,35,8,508,5,512,64,1,8,260518.0,260200.0,257040.0,262315.0
894,laplap,single,idxvar-kloop,True,False,False,False,512,512,35,8,508,1,64,64,1,1,220881.0,220259.0,215690.0,222227.0
895,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,35,8,508,1,512,64,1,8,320172.0,319992.0,317718.0,321765.0
896,laplap,single,naive,True,False,False,False,512,512,35,8,508,5,512,64,1,8,330845.0,330700.0,329386.0,332242.0
897,laplap,double,idxvar,False,False,False,False,512,512,35,8,508,5,512,64,1,8,260598.0,258977.0,249130.0,267951.0
898,laplap,double,idxvar,True,False,False,False,512,512,35,8,508,5,512,64,1,8,356045.0,355173.0,333428.0,369449.0
899,laplap,double,idxvar,True,True,False,False,512,512,35,8,508,5,512,64,1,8,349840.0,349936.0,317724.0,372284.0
900,laplap,double,idxvar,True,False,False,True,512,512,35,8,508,5,512,64,1,8,382724.0,382976.0,369420.0,403771.0
901,laplap,double,idxvar,True,True,False,True,512,512,35,8,508,5,512,64,1,8,392331.0,391504.0,376215.0,407954.0
902,laplap,double,idxvar,True,False,True,False,512,512,35,8,508,5,512,64,1,8,363898.0,362049.0,345120.0,376198.0
903,laplap,double,idxvar,True,False,True,True,512,512,35,8,508,5,512,64,1,8,340822.0,343706.0,322407.0,363504.0
904,laplap,double,idxvar,True,True,True,False,512,512,35,8,508,5,512,64,1,8,378638.0,378561.0,361046.0,391368.0
905,laplap,double,idxvar,True,True,True,True,512,512,35,8,508,5,512,64,1,8,370070.0,367397.0,348925.0,376341.0
906,laplap,double,idxvar-shared,True,False,False,False,512,512,35,8,508,5,512,64,1,8,384430.0,383127.0,362952.0,398097.0
907,laplap,double,idxvar-kloop,True,False,False,False,512,512,35,8,508,1,64,64,1,1,337837.0,347393.0,324084.0,363197.0
908,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,35,8,508,1,512,64,1,8,535858.0,535459.0,515756.0,558660.0
909,laplap,double,naive,True,False,False,False,512,512,35,8,508,5,512,64,1,8,435929.0,435653.0,429331.0,442937.0
910,laplap,single,idxvar,False,False,False,False,512,512,36,8,508,5,512,64,1,8,182716.0,182256.0,176944.0,187764.0
911,laplap,single,idxvar,True,False,False,False,512,512,36,8,508,5,512,64,1,8,252198.0,251697.0,247491.0,254681.0
912,laplap,single,idxvar,True,True,False,False,512,512,36,8,508,5,512,64,1,8,251044.0,250741.0,247519.0,254185.0
913,laplap,single,idxvar,True,False,False,True,512,512,36,8,508,5,512,64,1,8,293039.0,292722.0,289660.0,295337.0
914,laplap,single,idxvar,True,True,False,True,512,512,36,8,508,5,512,64,1,8,291935.0,291591.0,288821.0,293878.0
915,laplap,single,idxvar,True,False,True,False,512,512,36,8,508,5,512,64,1,8,253640.0,253550.0,251024.0,255903.0
916,laplap,single,idxvar,True,False,True,True,512,512,36,8,508,5,512,64,1,8,229320.0,229183.0,225714.0,232819.0
917,laplap,single,idxvar,True,True,True,False,512,512,36,8,508,5,512,64,1,8,258966.0,259119.0,255798.0,262684.0
918,laplap,single,idxvar,True,True,True,True,512,512,36,8,508,5,512,64,1,8,249413.0,249548.0,247800.0,252623.0
919,laplap,single,idxvar-shared,True,False,False,False,512,512,36,8,508,5,512,64,1,8,263997.0,264058.0,260373.0,266103.0
920,laplap,single,idxvar-kloop,True,False,False,False,512,512,36,8,508,1,64,64,1,1,231820.0,231999.0,228614.0,236757.0
921,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,36,8,508,1,512,64,1,8,330094.0,330626.0,325461.0,336007.0
922,laplap,single,naive,True,False,False,False,512,512,36,8,508,5,512,64,1,8,335461.0,335290.0,333887.0,336637.0
923,laplap,double,idxvar,False,False,False,False,512,512,36,8,508,5,512,64,1,8,264300.0,263651.0,245129.0,280345.0
924,laplap,double,idxvar,True,False,False,False,512,512,36,8,508,5,512,64,1,8,363122.0,363844.0,352189.0,378210.0
925,laplap,double,idxvar,True,True,False,False,512,512,36,8,508,5,512,64,1,8,371412.0,369346.0,351835.0,388971.0
926,laplap,double,idxvar,True,False,False,True,512,512,36,8,508,5,512,64,1,8,407000.0,404151.0,384089.0,418059.0
927,laplap,double,idxvar,True,True,False,True,512,512,36,8,508,5,512,64,1,8,382025.0,394400.0,367408.0,414275.0
928,laplap,double,idxvar,True,False,True,False,512,512,36,8,508,5,512,64,1,8,375838.0,372967.0,351852.0,384697.0
929,laplap,double,idxvar,True,False,True,True,512,512,36,8,508,5,512,64,1,8,351344.0,352416.0,343839.0,366031.0
930,laplap,double,idxvar,True,True,True,False,512,512,36,8,508,5,512,64,1,8,386300.0,387946.0,373816.0,397559.0
931,laplap,double,idxvar,True,True,True,True,512,512,36,8,508,5,512,64,1,8,381748.0,379462.0,366537.0,388343.0
932,laplap,double,idxvar-shared,True,False,False,False,512,512,36,8,508,5,512,64,1,8,390410.0,390536.0,382227.0,398921.0
933,laplap,double,idxvar-kloop,True,False,False,False,512,512,36,8,508,1,64,64,1,1,348351.0,345595.0,308167.0,376665.0
934,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,36,8,508,1,512,64,1,8,596128.0,596475.0,583327.0,611331.0
935,laplap,double,naive,True,False,False,False,512,512,36,8,508,5,512,64,1,8,457034.0,457279.0,448743.0,465126.0
936,laplap,single,idxvar,False,False,False,False,512,512,37,8,508,5,512,64,1,8,186529.0,186202.0,181329.0,190204.0
937,laplap,single,idxvar,True,False,False,False,512,512,37,8,508,5,512,64,1,8,259336.0,259356.0,257380.0,261493.0
938,laplap,single,idxvar,True,True,False,False,512,512,37,8,508,5,512,64,1,8,257500.0,257451.0,253884.0,260961.0
939,laplap,single,idxvar,True,False,False,True,512,512,37,8,508,5,512,64,1,8,305128.0,305245.0,302786.0,308776.0
940,laplap,single,idxvar,True,True,False,True,512,512,37,8,508,5,512,64,1,8,309676.0,309277.0,305840.0,312424.0
941,laplap,single,idxvar,True,False,True,False,512,512,37,8,508,5,512,64,1,8,255036.0,254832.0,252280.0,257427.0
942,laplap,single,idxvar,True,False,True,True,512,512,37,8,508,5,512,64,1,8,235804.0,235420.0,232353.0,237354.0
943,laplap,single,idxvar,True,True,True,False,512,512,37,8,508,5,512,64,1,8,265714.0,265842.0,264258.0,268112.0
944,laplap,single,idxvar,True,True,True,True,512,512,37,8,508,5,512,64,1,8,254244.0,254236.0,250187.0,257402.0
945,laplap,single,idxvar-shared,True,False,False,False,512,512,37,8,508,5,512,64,1,8,267148.0,267232.0,265272.0,270007.0
946,laplap,single,idxvar-kloop,True,False,False,False,512,512,37,8,508,1,64,64,1,1,233904.0,233154.0,227534.0,237200.0
947,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,37,8,508,1,512,64,1,8,338878.0,338601.0,335600.0,341318.0
948,laplap,single,naive,True,False,False,False,512,512,37,8,508,5,512,64,1,8,353485.0,352932.0,350412.0,354828.0
949,laplap,double,idxvar,False,False,False,False,512,512,37,8,508,5,512,64,1,8,272338.0,272302.0,250834.0,289049.0
950,laplap,double,idxvar,True,False,False,False,512,512,37,8,508,5,512,64,1,8,382096.0,382509.0,366507.0,394841.0
951,laplap,double,idxvar,True,True,False,False,512,512,37,8,508,5,512,64,1,8,366070.0,367777.0,350111.0,387910.0
952,laplap,double,idxvar,True,False,False,True,512,512,37,8,508,5,512,64,1,8,415860.0,415493.0,396923.0,430684.0
953,laplap,double,idxvar,True,True,False,True,512,512,37,8,508,5,512,64,1,8,409521.0,409393.0,395066.0,425519.0
954,laplap,double,idxvar,True,False,True,False,512,512,37,8,508,5,512,64,1,8,384200.0,383716.0,365930.0,397270.0
955,laplap,double,idxvar,True,False,True,True,512,512,37,8,508,5,512,64,1,8,369802.0,367082.0,354495.0,378675.0
956,laplap,double,idxvar,True,True,True,False,512,512,37,8,508,5,512,64,1,8,399022.0,398089.0,374316.0,412870.0
957,laplap,double,idxvar,True,True,True,True,512,512,37,8,508,5,512,64,1,8,388721.0,388207.0,367392.0,406617.0
958,laplap,double,idxvar-shared,True,False,False,False,512,512,37,8,508,5,512,64,1,8,398769.0,399646.0,389288.0,408921.0
959,laplap,double,idxvar-kloop,True,False,False,False,512,512,37,8,508,1,64,64,1,1,376170.0,371434.0,329191.0,394798.0
960,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,37,8,508,1,512,64,1,8,614768.0,612394.0,596200.0,627594.0
961,laplap,double,naive,True,False,False,False,512,512,37,8,508,5,512,64,1,8,466565.0,465833.0,457233.0,473214.0
962,laplap,single,idxvar,False,False,False,False,512,512,38,8,508,5,512,64,1,8,187876.0,187581.0,184691.0,191837.0
963,laplap,single,idxvar,True,False,False,False,512,512,38,8,508,5,512,64,1,8,272788.0,272584.0,270238.0,276443.0
964,laplap,single,idxvar,True,True,False,False,512,512,38,8,508,5,512,64,1,8,264470.0,264171.0,261194.0,267402.0
965,laplap,single,idxvar,True,False,False,True,512,512,38,8,508,5,512,64,1,8,305078.0,305018.0,301585.0,308067.0
966,laplap,single,idxvar,True,True,False,True,512,512,38,8,508,5,512,64,1,8,306797.0,306293.0,301917.0,310635.0
967,laplap,single,idxvar,True,False,True,False,512,512,38,8,508,5,512,64,1,8,267238.0,267036.0,264823.0,269352.0
968,laplap,single,idxvar,True,False,True,True,512,512,38,8,508,5,512,64,1,8,239690.0,239702.0,235600.0,242201.0
969,laplap,single,idxvar,True,True,True,False,512,512,38,8,508,5,512,64,1,8,272079.0,271637.0,267282.0,273602.0
970,laplap,single,idxvar,True,True,True,True,512,512,38,8,508,5,512,64,1,8,261267.0,261653.0,259924.0,263851.0
971,laplap,single,idxvar-shared,True,False,False,False,512,512,38,8,508,5,512,64,1,8,275652.0,275250.0,271784.0,277057.0
972,laplap,single,idxvar-kloop,True,False,False,False,512,512,38,8,508,1,64,64,1,1,235698.0,235606.0,233476.0,240401.0
973,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,38,8,508,1,512,64,1,8,342656.0,342634.0,339930.0,345427.0
974,laplap,single,naive,True,False,False,False,512,512,38,8,508,5,512,64,1,8,354759.0,354868.0,352357.0,358450.0
975,laplap,double,idxvar,False,False,False,False,512,512,38,8,508,5,512,64,1,8,271882.0,274984.0,261579.0,292097.0
976,laplap,double,idxvar,True,False,False,False,512,512,38,8,508,5,512,64,1,8,385186.0,381067.0,363599.0,395815.0
977,laplap,double,idxvar,True,True,False,False,512,512,38,8,508,5,512,64,1,8,385785.0,384988.0,369331.0,405106.0
978,laplap,double,idxvar,True,False,False,True,512,512,38,8,508,5,512,64,1,8,425932.0,422354.0,398497.0,446121.0
979,laplap,double,idxvar,True,True,False,True,512,512,38,8,508,5,512,64,1,8,405888.0,407443.0,392106.0,420910.0
980,laplap,double,idxvar,True,False,True,False,512,512,38,8,508,5,512,64,1,8,391573.0,391038.0,378746.0,402079.0
981,laplap,double,idxvar,True,False,True,True,512,512,38,8,508,5,512,64,1,8,371142.0,369962.0,352316.0,385542.0
982,laplap,double,idxvar,True,True,True,False,512,512,38,8,508,5,512,64,1,8,408710.0,409377.0,397623.0,423224.0
983,laplap,double,idxvar,True,True,True,True,512,512,38,8,508,5,512,64,1,8,394260.0,395002.0,379860.0,406462.0
984,laplap,double,idxvar-shared,True,False,False,False,512,512,38,8,508,5,512,64,1,8,402104.0,401320.0,388439.0,410154.0
985,laplap,double,idxvar-kloop,True,False,False,False,512,512,38,8,508,1,64,64,1,1,355590.0,353648.0,305067.0,393474.0
986,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,38,8,508,1,512,64,1,8,613190.0,617714.0,599329.0,629006.0
987,laplap,double,naive,True,False,False,False,512,512,38,8,508,5,512,64,1,8,482836.0,481481.0,468597.0,496964.0
988,laplap,single,idxvar,False,False,False,False,512,512,39,8,508,5,512,64,1,8,192678.0,192330.0,188856.0,194965.0
989,laplap,single,idxvar,True,False,False,False,512,512,39,8,508,5,512,64,1,8,278746.0,278943.0,275268.0,282229.0
990,laplap,single,idxvar,True,True,False,False,512,512,39,8,508,5,512,64,1,8,271022.0,270568.0,267985.0,272648.0
991,laplap,single,idxvar,True,False,False,True,512,512,39,8,508,5,512,64,1,8,307980.0,307870.0,305119.0,310712.0
992,laplap,single,idxvar,True,True,False,True,512,512,39,8,508,5,512,64,1,8,316617.0,316217.0,312608.0,320038.0
993,laplap,single,idxvar,True,False,True,False,512,512,39,8,508,5,512,64,1,8,273434.0,272857.0,270143.0,275577.0
994,laplap,single,idxvar,True,False,True,True,512,512,39,8,508,5,512,64,1,8,242049.0,241941.0,239630.0,244374.0
995,laplap,single,idxvar,True,True,True,False,512,512,39,8,508,5,512,64,1,8,277449.0,277793.0,273775.0,291798.0
996,laplap,single,idxvar,True,True,True,True,512,512,39,8,508,5,512,64,1,8,268186.0,268063.0,266714.0,270083.0
997,laplap,single,idxvar-shared,True,False,False,False,512,512,39,8,508,5,512,64,1,8,276416.0,276364.0,273098.0,280647.0
998,laplap,single,idxvar-kloop,True,False,False,False,512,512,39,8,508,1,64,64,1,1,239964.0,240061.0,236175.0,245288.0
999,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,39,8,508,1,512,64,1,8,348978.0,348967.0,346443.0,351977.0
1000,laplap,single,naive,True,False,False,False,512,512,39,8,508,5,512,64,1,8,367170.0,366809.0,364143.0,369054.0
1001,laplap,double,idxvar,False,False,False,False,512,512,39,8,508,5,512,64,1,8,286450.0,287002.0,269719.0,303478.0
1002,laplap,double,idxvar,True,False,False,False,512,512,39,8,508,5,512,64,1,8,399872.0,399448.0,379059.0,424345.0
1003,laplap,double,idxvar,True,True,False,False,512,512,39,8,508,5,512,64,1,8,389440.0,389294.0,371947.0,412798.0
1004,laplap,double,idxvar,True,False,False,True,512,512,39,8,508,5,512,64,1,8,424066.0,423303.0,401319.0,439012.0
1005,laplap,double,idxvar,True,True,False,True,512,512,39,8,508,5,512,64,1,8,430002.0,427254.0,410848.0,444577.0
1006,laplap,double,idxvar,True,False,True,False,512,512,39,8,508,5,512,64,1,8,407656.0,405937.0,390650.0,417464.0
1007,laplap,double,idxvar,True,False,True,True,512,512,39,8,508,5,512,64,1,8,401956.0,399133.0,379991.0,410860.0
1008,laplap,double,idxvar,True,True,True,False,512,512,39,8,508,5,512,64,1,8,415724.0,415599.0,407103.0,424996.0
1009,laplap,double,idxvar,True,True,True,True,512,512,39,8,508,5,512,64,1,8,409501.0,407784.0,388735.0,418246.0
1010,laplap,double,idxvar-shared,True,False,False,False,512,512,39,8,508,5,512,64,1,8,413282.0,412365.0,402027.0,422183.0
1011,laplap,double,idxvar-kloop,True,False,False,False,512,512,39,8,508,1,64,64,1,1,389146.0,383387.0,310960.0,417511.0
1012,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,39,8,508,1,512,64,1,8,626642.0,626155.0,614020.0,638521.0
1013,laplap,double,naive,True,False,False,False,512,512,39,8,508,5,512,64,1,8,484965.0,484407.0,479403.0,492036.0
1014,laplap,single,idxvar,False,False,False,False,512,512,40,8,508,5,512,64,1,8,197472.0,197056.0,194248.0,199692.0
1015,laplap,single,idxvar,True,False,False,False,512,512,40,8,508,5,512,64,1,8,274489.0,274450.0,271947.0,276989.0
1016,laplap,single,idxvar,True,True,False,False,512,512,40,8,508,5,512,64,1,8,268965.0,268636.0,265264.0,271461.0
1017,laplap,single,idxvar,True,False,False,True,512,512,40,8,508,5,512,64,1,8,326896.0,326690.0,322115.0,329647.0
1018,laplap,single,idxvar,True,True,False,True,512,512,40,8,508,5,512,64,1,8,313641.0,313384.0,309725.0,316755.0
1019,laplap,single,idxvar,True,False,True,False,512,512,40,8,508,5,512,64,1,8,274636.0,274826.0,272249.0,277135.0
1020,laplap,single,idxvar,True,False,True,True,512,512,40,8,508,5,512,64,1,8,248942.0,248683.0,245627.0,251214.0
1021,laplap,single,idxvar,True,True,True,False,512,512,40,8,508,5,512,64,1,8,283996.0,284095.0,281840.0,286900.0
1022,laplap,single,idxvar,True,True,True,True,512,512,40,8,508,5,512,64,1,8,272882.0,272732.0,271286.0,274103.0
1023,laplap,single,idxvar-shared,True,False,False,False,512,512,40,8,508,5,512,64,1,8,284508.0,283966.0,280704.0,286662.0
1024,laplap,single,idxvar-kloop,True,False,False,False,512,512,40,8,508,1,64,64,1,1,250519.0,250402.0,247058.0,252916.0
1025,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,40,8,508,1,512,64,1,8,374510.0,374049.0,370997.0,376423.0
1026,laplap,single,naive,True,False,False,False,512,512,40,8,508,5,512,64,1,8,370734.0,370897.0,369682.0,374586.0
1027,laplap,double,idxvar,False,False,False,False,512,512,40,8,508,5,512,64,1,8,289042.0,287503.0,267062.0,302209.0
1028,laplap,double,idxvar,True,False,False,False,512,512,40,8,508,5,512,64,1,8,403894.0,400181.0,370558.0,417770.0
1029,laplap,double,idxvar,True,True,False,False,512,512,40,8,508,5,512,64,1,8,394369.0,394077.0,373701.0,421445.0
1030,laplap,double,idxvar,True,False,False,True,512,512,40,8,508,5,512,64,1,8,446274.0,445289.0,410601.0,463901.0
1031,laplap,double,idxvar,True,True,False,True,512,512,40,8,508,5,512,64,1,8,421060.0,423179.0,398604.0,447020.0
1032,laplap,double,idxvar,True,False,True,False,512,512,40,8,508,5,512,64,1,8,421334.0,420820.0,411620.0,434646.0
1033,laplap,double,idxvar,True,False,True,True,512,512,40,8,508,5,512,64,1,8,401324.0,399092.0,372868.0,415857.0
1034,laplap,double,idxvar,True,True,True,False,512,512,40,8,508,5,512,64,1,8,431350.0,430872.0,412697.0,439332.0
1035,laplap,double,idxvar,True,True,True,True,512,512,40,8,508,5,512,64,1,8,408062.0,404382.0,386477.0,418230.0
1036,laplap,double,idxvar-shared,True,False,False,False,512,512,40,8,508,5,512,64,1,8,415684.0,414511.0,402277.0,425079.0
1037,laplap,double,idxvar-kloop,True,False,False,False,512,512,40,8,508,1,64,64,1,1,402978.0,398601.0,368546.0,420954.0
1038,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,40,8,508,1,512,64,1,8,637046.0,635379.0,617787.0,650971.0
1039,laplap,double,naive,True,False,False,False,512,512,40,8,508,5,512,64,1,8,489722.0,489394.0,479627.0,496305.0
1040,laplap,single,idxvar,False,False,False,False,512,512,41,8,508,6,512,64,1,8,208635.0,208518.0,205760.0,213204.0
1041,laplap,single,idxvar,True,False,False,False,512,512,41,8,508,6,512,64,1,8,289241.0,288854.0,286859.0,291922.0
1042,laplap,single,idxvar,True,True,False,False,512,512,41,8,508,6,512,64,1,8,296016.0,296434.0,294003.0,299946.0
1043,laplap,single,idxvar,True,False,False,True,512,512,41,8,508,6,512,64,1,8,346068.0,345605.0,341189.0,348560.0
1044,laplap,single,idxvar,True,True,False,True,512,512,41,8,508,6,512,64,1,8,335118.0,335091.0,332452.0,337898.0
1045,laplap,single,idxvar,True,False,True,False,512,512,41,8,508,6,512,64,1,8,295776.0,295779.0,292740.0,298749.0
1046,laplap,single,idxvar,True,False,True,True,512,512,41,8,508,6,512,64,1,8,258902.0,258817.0,256169.0,262509.0
1047,laplap,single,idxvar,True,True,True,False,512,512,41,8,508,6,512,64,1,8,296992.0,297189.0,294909.0,299363.0
1048,laplap,single,idxvar,True,True,True,True,512,512,41,8,508,6,512,64,1,8,286840.0,287107.0,283324.0,297136.0
1049,laplap,single,idxvar-shared,True,False,False,False,512,512,41,8,508,6,512,64,1,8,312985.0,312759.0,308726.0,315682.0
1050,laplap,single,idxvar-kloop,True,False,False,False,512,512,41,8,508,1,64,64,1,1,256839.0,256902.0,253937.0,262380.0
1051,laplap,single,idxvar-kloop-sliced,True,False,False,False,512,512,41,8,508,1,512,64,1,8,377799.0,377423.0,373897.0,381802.0
1052,laplap,single,naive,True,False,False,False,512,512,41,8,508,6,512,64,1,8,385246.0,385199.0,383730.0,386954.0
1053,laplap,double,idxvar,False,False,False,False,512,512,41,8,508,6,512,64,1,8,301058.0,299118.0,279217.0,316982.0
1054,laplap,double,idxvar,True,False,False,False,512,512,41,8,508,6,512,64,1,8,426644.0,426774.0,409947.0,440403.0
1055,laplap,double,idxvar,True,True,False,False,512,512,41,8,508,6,512,64,1,8,421110.0,418955.0,380193.0,441586.0
1056,laplap,double,idxvar,True,False,False,True,512,512,41,8,508,6,512,64,1,8,454640.0,451979.0,426819.0,473913.0
1057,laplap,double,idxvar,True,True,False,True,512,512,41,8,508,6,512,64,1,8,457493.0,461014.0,440407.0,474189.0
1058,laplap,double,idxvar,True,False,True,False,512,512,41,8,508,6,512,64,1,8,423623.0,423937.0,416276.0,440387.0
1059,laplap,double,idxvar,True,False,True,True,512,512,41,8,508,6,512,64,1,8,397170.0,403627.0,383865.0,419582.0
1060,laplap,double,idxvar,True,True,True,False,512,512,41,8,508,6,512,64,1,8,439994.0,440154.0,429968.0,450033.0
1061,laplap,double,idxvar,True,True,True,True,512,512,41,8,508,6,512,64,1,8,429075.0,427047.0,406165.0,439431.0
1062,laplap,double,idxvar-shared,True,False,False,False,512,512,41,8,508,6,512,64,1,8,457322.0,456675.0,435691.0,466404.0
1063,laplap,double,idxvar-kloop,True,False,False,False,512,512,41,8,508,1,64,64,1,1,413363.0,411383.0,388593.0,439987.0
1064,laplap,double,idxvar-kloop-sliced,True,False,False,False,512,512,41,8,508,1,512,64,1,8,656096.0,656032.0,634285.0,671795.0
1065,laplap,double,naive,True,False,False,False,512,512,41,8,508,6,512,64,1,8,508774.0,515108.0,500120.0,525240.0
1066,laplap,single,idxvar,False,False,False,False,512,512,42,8,508,6,512,64,1,8,215268.0,214954.0,211671.0,218868.0
1067,laplap,single,idxvar,True,False,False,False,512,512,42,8,508,6,512,64,1,8,293847.0,295124.0,291724.0,298306.0
